TrialID,NFB_digit1,NFB_digit2,NFB_digit3,Speaker_trial,TrialID_ME,NFB_digit1_ME,NFB_digit2_ME,NFB_digit3_ME,Speaker_trial_ME,NV_trial_ME,Triggered_trial_ME,Jitter_trial_ME,practice_block.thisRepN,practice_block.thisTrialN,practice_block.thisN,practice_block.thisIndex,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,response_practice.thisRepN,response_practice.thisTrialN,response_practice.thisN,response_practice.thisIndex,ME_trials.thisRepN,ME_trials.thisTrialN,ME_trials.thisN,ME_trials.thisIndex,response_ME.thisRepN,response_ME.thisTrialN,response_ME.thisN,response_ME.thisIndex,Digit1_clear.started,Digit1_clear.stopped,response_practice_resp.keys,response_practice_resp.rt,response_practice_resp.started,response_practice_resp.stopped,text_practice_repeat.started,text_practice_repeat.stopped,text_4.started,text_4.stopped,Fixation_ME.started,Fixation_ME.stopped,sound_digit_1_ME.started,sound_digit_1_ME.stopped,text_2.started,text_2.stopped,key_resp_ME.keys,key_resp_ME.rt,key_resp_ME.started,key_resp_ME.stopped,disp_answer_ME.started,disp_answer_ME.stopped,text_7.started,text_7.stopped,text_5.started,text_5.stopped,text_8.started,text_8.stopped,text_next_block_ME.started,text_next_block_ME.stopped,response_nextblock_ME.keys,response_nextblock_ME.started,response_nextblock_ME.stopped,participant,session,date,expName,psychopyVersion,frameRate,
8.0,1.0,9.0,2.0,48.0,,,,,,,,,0,0,0,0,0,8,8,8,0,0,0,0,,,,,,,,,0.00932835000094201,None,['return'],[0.3230292999996891],31.120463100000052,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Nov_17_1201,eeg_contingent_digits,2021.2.3,60.00160804333434,
8.0,1.0,9.0,2.0,48.0,,,,,,,,,0,0,0,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Nov_17_1201,eeg_contingent_digits,2021.2.3,60.00160804333434,
9.0,8.0,1.0,0.0,21.0,,,,,,,,,0,0,0,0,0,9,9,9,0,0,0,0,,,,,,,,,0.009231449998878816,None,['return'],[0.451330599999892],31.969900699999926,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Nov_17_1201,eeg_contingent_digits,2021.2.3,60.00160804333434,
9.0,8.0,1.0,0.0,21.0,,,,,,,,,0,0,0,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Nov_17_1201,eeg_contingent_digits,2021.2.3,60.00160804333434,
,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,32.46325530000013,None,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Nov_17_1201,eeg_contingent_digits,2021.2.3,60.00160804333434,
,,,,,0.0,1.0,2.0,0.0,33.0,1.0,1.0,0.0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,33.4132754000002,None,35.08158060000005,None,0.015929149999465153,None,36.49755389999973,None,"['1', 'return']","[0.21371600000020408, 0.32382200000029115]",37.51248360000045,None,37.51248360000045,None,37.51248360000045,None,,,,,,,,,,1,001,2021_Nov_17_1201,eeg_contingent_digits,2021.2.3,60.00160804333434,
,,,,,0.0,1.0,2.0,0.0,33.0,1.0,1.0,0.0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.919077300000026,None,37.919077300000026,None,None,None,None,None,None,1,001,2021_Nov_17_1201,eeg_contingent_digits,2021.2.3,60.00160804333434,
,,,,,1.0,0.0,8.0,3.0,49.0,1.0,0.0,1.0,,,,,,,,,,,,,0,1,1,1,0,0,0,0,,,,,,,,,,,39.895627400000194,None,0.005640100000164239,None,41.99228690000018,None,"['0', 'return']","[1.59864749999997, 1.6978247999995801]",42.995601599999645,None,42.995601599999645,None,42.995601599999645,43.99541049999971,,,,,,,,,,1,001,2021_Nov_17_1201,eeg_contingent_digits,2021.2.3,60.00160804333434,
,,,,,1.0,0.0,8.0,3.0,49.0,1.0,0.0,1.0,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.75686659999974,None,44.75686659999974,None,None,None,None,None,None,1,001,2021_Nov_17_1201,eeg_contingent_digits,2021.2.3,60.00160804333434,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.74507300000005,None,0.004216200000882964,None,48.84484359999988,None,,,,,,,,,,,,,,,,,,,,,,,,
