TrialID,NFB_digit1,NFB_digit2,NFB_digit3,Speaker_trial,TrialID_ME,NFB_digit1_ME,NFB_digit2_ME,NFB_digit3_ME,Speaker_trial_ME,NV_trial_ME,Triggered_trial_ME,Jitter_trial_ME,practice_block.thisRepN,practice_block.thisTrialN,practice_block.thisN,practice_block.thisIndex,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,response_practice.thisRepN,response_practice.thisTrialN,response_practice.thisN,response_practice.thisIndex,ME_trials.thisRepN,ME_trials.thisTrialN,ME_trials.thisN,ME_trials.thisIndex,response_ME.thisRepN,response_ME.thisTrialN,response_ME.thisN,response_ME.thisIndex,Digit1_clear.started,Digit1_clear.stopped,Digit2_clear.started,Digit2_clear.stopped,Digit3_clear.started,Digit3_clear.stopped,response_practice_resp.keys,response_practice_resp.rt,response_practice_resp.started,response_practice_resp.stopped,text_practice_repeat.started,text_practice_repeat.stopped,text_4.started,text_4.stopped,Fixation_ME.started,Fixation_ME.stopped,sound_digit_1_ME.started,sound_digit_1_ME.stopped,sound_digit_2_ME.started,sound_digit_2_ME.stopped,sound_digit_3_ME.started,sound_digit_3_ME.stopped,text_2.started,text_2.stopped,key_resp_ME.keys,key_resp_ME.rt,key_resp_ME.started,key_resp_ME.stopped,disp_answer_ME.started,disp_answer_ME.stopped,text_7.started,text_7.stopped,text_5.started,text_5.stopped,text_8.started,text_8.stopped,text_next_block_ME.started,text_next_block_ME.stopped,response_nextblock_ME.keys,response_nextblock_ME.started,response_nextblock_ME.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0.0,6.0,2.0,4.0,33.0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0.0020531800109893084,None,0.47091718000592664,None,0.9549617799930274,None,['return'],[0.7600761000066996],21.03693750000093,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Nov_15_1443,eeg_contingent_digits,2021.2.3,60.00751294194122,
0.0,6.0,2.0,4.0,33.0,,,,,,,,,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,['return'],[0.15948849997948855],21.85842170001706,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Nov_15_1443,eeg_contingent_digits,2021.2.3,60.00751294194122,
0.0,6.0,2.0,4.0,33.0,,,,,,,,,0,0,0,0,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,['return'],[0.15014959999825805],22.073241500009317,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Nov_15_1443,eeg_contingent_digits,2021.2.3,60.00751294194122,
0.0,6.0,2.0,4.0,33.0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Nov_15_1443,eeg_contingent_digits,2021.2.3,60.00751294194122,
,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,22.264379500003997,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Nov_15_1443,eeg_contingent_digits,2021.2.3,60.00751294194122,
,,,,,0.0,1.0,2.0,0.0,33.0,1.0,1.0,0.0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,23.810244400054216,None,30.02819530002307,None,0.0037120000924915075,None,0.4720510001061484,None,0.9554988000891171,None,31.448426000017207,32.45860610000091,"['1', 'return']","[0.4481761999777518, 0.5908752999966964]",32.911689100030344,None,32.911689100030344,None,32.911689100030344,None,,,,,,,,,,1,001,2021_Nov_15_1443,eeg_contingent_digits,2021.2.3,60.00751294194122,
,,,,,0.0,1.0,2.0,0.0,33.0,1.0,1.0,0.0,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,"['2', 'return']","[0.04556930001126602, 0.3841622000327334]",33.55558720004046,None,33.55558720004046,None,33.55558720004046,None,,,,,,,,,,1,001,2021_Nov_15_1443,eeg_contingent_digits,2021.2.3,60.00751294194122,
,,,,,0.0,1.0,2.0,0.0,33.0,1.0,1.0,0.0,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,"['0', 'return']","[0.3670979999587871, 0.4948284999700263]",34.00000350002665,None,34.00000350002665,None,34.00000350002665,None,,,,,,,,,,1,001,2021_Nov_15_1443,eeg_contingent_digits,2021.2.3,60.00751294194122,
,,,,,0.0,1.0,2.0,0.0,33.0,1.0,1.0,0.0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.59207000001334,None,34.59207000001334,None,None,None,None,None,None,1,001,2021_Nov_15_1443,eeg_contingent_digits,2021.2.3,60.00751294194122,
,,,,,1.0,0.0,8.0,3.0,49.0,1.0,0.0,1.0,,,,,,,,,,,,,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,36.558467100025155,None,0.016350700054317713,None,0.48113790003117174,None,0.964368800050579,None,38.669620600005146,39.67691259999992,"['0', 'return']","[0.7014904000097886, 1.7541306000202894]",40.12912920000963,None,40.12912920000963,None,40.12912920000963,41.14174070005538,,,,,,,,,,1,001,2021_Nov_15_1443,eeg_contingent_digits,2021.2.3,60.00751294194122,
