audiofile,duration,noise,voice,words,callSign,colour,number,levels,NV_nChannels,trigger_start,trigger_end,trigger_call,trigger_col,trigger_num,trigger_call_end,trigger_col_end,trigger_num_end,newidx,block
audio/NV_DE_Neural2-F_Dr-ge-Ei_0.05p_16ch.wav,5.1509,NV,Neural2-F,Dr-ge-Ei,Dr,ge,Ei,0.05p,16ch,100,101,112,121,131,110,120,130,1,NV1
audio/NV_DE_Neural2-F_Ad-we-Dr_0p_16ch.wav,4.9209,NV,Neural2-F,Ad-we-Dr,Ad,we,Dr,0p,16ch,100,101,111,124,133,110,120,130,2,NV1
audio/NV_DE_Neural2-D_Ti-we-Zw_0p_16ch.wav,5.4285,NV,Neural2-D,Ti-we-Zw,Ti,we,Zw,0p,16ch,100,101,114,124,132,110,120,130,0,NV1
audio/NV_DE_Neural2-D_Kr-we-Zw_0.15p_16ch.wav,5.3987,NV,Neural2-D,Kr-we-Zw,Kr,we,Zw,0.15p,16ch,100,101,113,124,132,110,120,130,0,NV1
audio/NV_DE_Neural2-F_Ad-ge-Dr_0.05p_16ch.wav,4.9357,NV,Neural2-F,Ad-ge-Dr,Ad,ge,Dr,0.05p,16ch,100,101,111,121,133,110,120,130,3,NV1
audio/NV_DE_Neural2-D_Ti-we-Zw_0.1p_16ch.wav,5.4285,NV,Neural2-D,Ti-we-Zw,Ti,we,Zw,0.1p,16ch,100,101,114,124,132,110,120,130,0,NV1
audio/NV_DE_Neural2-D_Kr-ro-Zw_0.15p_16ch.wav,5.3887,NV,Neural2-D,Kr-ro-Zw,Kr,ro,Zw,0.15p,16ch,100,101,113,123,132,110,120,130,2,NV1
audio/NV_DE_Neural2-F_Ad-ro-Zw_0.15p_16ch.wav,4.932,NV,Neural2-F,Ad-ro-Zw,Ad,ro,Zw,0.15p,16ch,100,101,111,123,132,110,120,130,2,NV1
audio/NV_DE_Neural2-F_Kr-ro-Vi_0p_16ch.wav,4.9515,NV,Neural2-F,Kr-ro-Vi,Kr,ro,Vi,0p,16ch,100,101,113,123,134,110,120,130,0,NV1
audio/NV_DE_Neural2-F_Ti-gr-Ei_0.05p_16ch.wav,5.1123,NV,Neural2-F,Ti-gr-Ei,Ti,gr,Ei,0.05p,16ch,100,101,114,122,131,110,120,130,2,NV1
audio/NV_DE_Neural2-F_Dr-ro-Ei_0.15p_16ch.wav,5.0857,NV,Neural2-F,Dr-ro-Ei,Dr,ro,Ei,0.15p,16ch,100,101,112,123,131,110,120,130,3,NV1
audio/NV_DE_Neural2-D_Ad-we-Dr_0.05p_16ch.wav,5.4683,NV,Neural2-D,Ad-we-Dr,Ad,we,Dr,0.05p,16ch,100,101,111,124,133,110,120,130,3,NV1
audio/NV_DE_Neural2-D_Kr-ro-Dr_0.1p_16ch.wav,5.3268,NV,Neural2-D,Kr-ro-Dr,Kr,ro,Dr,0.1p,16ch,100,101,113,123,133,110,120,130,3,NV1
