audiofile,duration,noise,voice,words,callSign,colour,number,levels,NV_nChannels,trigger_start,trigger_end,trigger_call,trigger_col,trigger_num,trigger_call_end,trigger_col_end,trigger_num_end,newidx,block
audio/NV_DE_Neural2-D_Kr-gr-Dr_0p_16ch.wav,5.4346,NV,Neural2-D,Kr-gr-Dr,Kr,gr,Dr,0p,16ch,100,101,113,122,133,110,120,130,1,NV1
audio/NV_DE_Neural2-D_Ad-ro-Vi_0.15p_16ch.wav,5.5054,NV,Neural2-D,Ad-ro-Vi,Ad,ro,Vi,0.15p,16ch,100,101,111,123,134,110,120,130,3,NV1
audio/NV_DE_Neural2-D_Ti-ro-Ei_0p_16ch.wav,5.557,NV,Neural2-D,Ti-ro-Ei,Ti,ro,Ei,0p,16ch,100,101,114,123,131,110,120,130,3,NV1
audio/NV_DE_Neural2-F_Ti-we-Ei_0.15p_16ch.wav,5.17,NV,Neural2-F,Ti-we-Ei,Ti,we,Ei,0.15p,16ch,100,101,114,124,131,110,120,130,0,NV1
audio/NV_DE_Neural2-F_Ad-we-Zw_0.1p_16ch.wav,4.9822,NV,Neural2-F,Ad-we-Zw,Ad,we,Zw,0.1p,16ch,100,101,111,124,132,110,120,130,0,NV1
audio/NV_DE_Neural2-D_Kr-ro-Vi_0.05p_16ch.wav,5.3776,NV,Neural2-D,Kr-ro-Vi,Kr,ro,Vi,0.05p,16ch,100,101,113,123,134,110,120,130,0,NV1
audio/NV_DE_Neural2-F_Dr-ge-Zw_0.15p_16ch.wav,4.967,NV,Neural2-F,Dr-ge-Zw,Dr,ge,Zw,0.15p,16ch,100,101,112,121,132,110,120,130,1,NV1
audio/NV_DE_Neural2-F_Ad-ge-Vi_0.1p_16ch.wav,4.9866,NV,Neural2-F,Ad-ge-Vi,Ad,ge,Vi,0.1p,16ch,100,101,111,121,134,110,120,130,3,NV1
audio/NV_DE_Neural2-D_Ad-gr-Ei_0.15p_16ch.wav,5.7556,NV,Neural2-D,Ad-gr-Ei,Ad,gr,Ei,0.15p,16ch,100,101,111,122,131,110,120,130,1,NV1
audio/NV_DE_Neural2-F_Ti-ro-Zw_0p_16ch.wav,4.9,NV,Neural2-F,Ti-ro-Zw,Ti,ro,Zw,0p,16ch,100,101,114,123,132,110,120,130,1,NV1
audio/NV_DE_Neural2-D_Dr-we-Ei_0.1p_16ch.wav,5.4548,NV,Neural2-D,Dr-we-Ei,Dr,we,Ei,0.1p,16ch,100,101,112,124,131,110,120,130,2,NV1
audio/NV_DE_Neural2-F_Kr-ro-Zw_0p_16ch.wav,4.9106,NV,Neural2-F,Kr-ro-Zw,Kr,ro,Zw,0p,16ch,100,101,113,123,132,110,120,130,3,NV1
audio/NV_DE_Neural2-F_Dr-ro-Ei_0.05p_16ch.wav,5.0857,NV,Neural2-F,Dr-ro-Ei,Dr,ro,Ei,0.05p,16ch,100,101,112,123,131,110,120,130,0,NV1
audio/NV_DE_Neural2-D_Ad-ge-Ei_0.05p_16ch.wav,5.6324,NV,Neural2-D,Ad-ge-Ei,Ad,ge,Ei,0.05p,16ch,100,101,111,121,131,110,120,130,2,NV1
audio/NV_DE_Neural2-D_Ad-ge-Vi_0.1p_16ch.wav,5.4884,NV,Neural2-D,Ad-ge-Vi,Ad,ge,Vi,0.1p,16ch,100,101,111,121,134,110,120,130,1,NV1
audio/NV_DE_Neural2-D_Dr-we-Dr_0.05p_16ch.wav,5.2596,NV,Neural2-D,Dr-we-Dr,Dr,we,Dr,0.05p,16ch,100,101,112,124,133,110,120,130,1,NV1
audio/NV_DE_Neural2-F_Dr-gr-Vi_0.1p_16ch.wav,4.9925,NV,Neural2-F,Dr-gr-Vi,Dr,gr,Vi,0.1p,16ch,100,101,112,122,134,110,120,130,2,NV1
audio/NV_DE_Neural2-F_Ti-ge-Vi_0.1p_16ch.wav,5.0115,NV,Neural2-F,Ti-ge-Vi,Ti,ge,Vi,0.1p,16ch,100,101,114,121,134,110,120,130,1,NV1
audio/NV_DE_Neural2-D_Ti-gr-Zw_0p_16ch.wav,5.4849,NV,Neural2-D,Ti-gr-Zw,Ti,gr,Zw,0p,16ch,100,101,114,122,132,110,120,130,2,NV1
