audiofile,duration,noise,voice,words,callSign,colour,number,levels,NV_nChannels,trigger_start,trigger_end,trigger_call,trigger_col,trigger_num,trigger_call_end,trigger_col_end,trigger_num_end,newidx,block
audio/NV_DE_Neural2-F_Ti-we-Vi_0.15p_16ch.wav,5.0131,NV,Neural2-F,Ti-we-Vi,Ti,we,Vi,0.15p,16ch,100,101,114,124,134,110,120,130,5,NV2
audio/NV_DE_Neural2-D_Ad-ro-Ei_0.1p_16ch.wav,5.647,NV,Neural2-D,Ad-ro-Ei,Ad,ro,Ei,0.1p,16ch,100,101,111,123,131,110,120,130,5,NV2
audio/NV_DE_Neural2-D_Ad-ro-Zw_0p_16ch.wav,5.4646,NV,Neural2-D,Ad-ro-Zw,Ad,ro,Zw,0p,16ch,100,101,111,123,132,110,120,130,6,NV2
audio/NV_DE_Neural2-D_Ad-we-Ei_0.05p_16ch.wav,5.6307,NV,Neural2-D,Ad-we-Ei,Ad,we,Ei,0.05p,16ch,100,101,111,124,131,110,120,130,4,NV2
audio/NV_DE_Neural2-F_Ti-ro-Vi_0p_16ch.wav,4.9809,NV,Neural2-F,Ti-ro-Vi,Ti,ro,Vi,0p,16ch,100,101,114,123,134,110,120,130,4,NV2
audio/NV_DE_Neural2-F_Ti-we-Dr_0p_16ch.wav,4.9342,NV,Neural2-F,Ti-we-Dr,Ti,we,Dr,0p,16ch,100,101,114,124,133,110,120,130,5,NV2
audio/NV_DE_Neural2-F_Kr-gr-Ei_0.15p_16ch.wav,5.1928,NV,Neural2-F,Kr-gr-Ei,Kr,gr,Ei,0.15p,16ch,100,101,113,122,131,110,120,130,6,NV2
audio/NV_DE_Neural2-F_Ad-gr-Dr_0.05p_16ch.wav,4.9406,NV,Neural2-F,Ad-gr-Dr,Ad,gr,Dr,0.05p,16ch,100,101,111,122,133,110,120,130,6,NV2
audio/NV_DE_Neural2-F_Ti-gr-Ei_0p_16ch.wav,5.1123,NV,Neural2-F,Ti-gr-Ei,Ti,gr,Ei,0p,16ch,100,101,114,122,131,110,120,130,7,NV2
audio/NV_DE_Neural2-F_Ad-we-Ei_0.1p_16ch.wav,5.1733,NV,Neural2-F,Ad-we-Ei,Ad,we,Ei,0.1p,16ch,100,101,111,124,131,110,120,130,5,NV2
audio/NV_DE_Neural2-F_Dr-we-Vi_0.15p_16ch.wav,5.0409,NV,Neural2-F,Dr-we-Vi,Dr,we,Vi,0.15p,16ch,100,101,112,124,134,110,120,130,7,NV2
audio/NV_DE_Neural2-D_Kr-ro-Vi_0p_16ch.wav,5.3776,NV,Neural2-D,Kr-ro-Vi,Kr,ro,Vi,0p,16ch,100,101,113,123,134,110,120,130,7,NV2
