audiofile,duration,noise,voice,words,callSign,colour,number,levels,NV_nChannels,trigger_start,trigger_end,trigger_call,trigger_col,trigger_num,trigger_call_end,trigger_col_end,trigger_num_end,newidx,block
audio/NV_DE_Neural2-F_Ad-gr-Ei_0.05p_16ch.wav,5.2153,NV,Neural2-F,Ad-gr-Ei,Ad,gr,Ei,0.05p,16ch,100,101,111,122,131,110,120,130,4,NV2
audio/NV_DE_Neural2-F_Kr-we-Vi_0p_16ch.wav,5.0222,NV,Neural2-F,Kr-we-Vi,Kr,we,Vi,0p,16ch,100,101,113,124,134,110,120,130,6,NV2
audio/NV_DE_Neural2-D_Kr-gr-Vi_0.05p_16ch.wav,5.4463,NV,Neural2-D,Kr-gr-Vi,Kr,gr,Vi,0.05p,16ch,100,101,113,122,134,110,120,130,7,NV2
audio/NV_DE_Neural2-F_Ti-ro-Ei_0.1p_16ch.wav,5.0619,NV,Neural2-F,Ti-ro-Ei,Ti,ro,Ei,0.1p,16ch,100,101,114,123,131,110,120,130,6,NV2
audio/NV_DE_Neural2-F_Kr-we-Ei_0.05p_16ch.wav,5.172,NV,Neural2-F,Kr-we-Ei,Kr,we,Ei,0.05p,16ch,100,101,113,124,131,110,120,130,7,NV2
audio/NV_DE_Neural2-D_Dr-ro-Zw_0.15p_16ch.wav,5.3439,NV,Neural2-D,Dr-ro-Zw,Dr,ro,Zw,0.15p,16ch,100,101,112,123,132,110,120,130,6,NV2
audio/NV_DE_Neural2-D_Ad-ro-Ei_0.15p_16ch.wav,5.647,NV,Neural2-D,Ad-ro-Ei,Ad,ro,Ei,0.15p,16ch,100,101,111,123,131,110,120,130,7,NV2
audio/NV_DE_Neural2-D_Ti-ro-Ei_0.05p_16ch.wav,5.557,NV,Neural2-D,Ti-ro-Ei,Ti,ro,Ei,0.05p,16ch,100,101,114,123,131,110,120,130,6,NV2
audio/NV_DE_Neural2-F_Kr-we-Zw_0.1p_16ch.wav,5.0204,NV,Neural2-F,Kr-we-Zw,Kr,we,Zw,0.1p,16ch,100,101,113,124,132,110,120,130,4,NV2
audio/NV_DE_Neural2-D_Dr-we-Vi_0.1p_16ch.wav,5.3208,NV,Neural2-D,Dr-we-Vi,Dr,we,Vi,0.1p,16ch,100,101,112,124,134,110,120,130,6,NV2
audio/NV_DE_Neural2-D_Dr-ge-Dr_0.05p_16ch.wav,5.2636,NV,Neural2-D,Dr-ge-Dr,Dr,ge,Dr,0.05p,16ch,100,101,112,121,133,110,120,130,5,NV2
audio/NV_DE_Neural2-D_Dr-ge-Zw_0.1p_16ch.wav,5.3371,NV,Neural2-D,Dr-ge-Zw,Dr,ge,Zw,0.1p,16ch,100,101,112,121,132,110,120,130,7,NV2
audio/NV_DE_Neural2-D_Kr-we-Dr_0.15p_16ch.wav,5.3234,NV,Neural2-D,Kr-we-Dr,Kr,we,Dr,0.15p,16ch,100,101,113,124,133,110,120,130,5,NV2
audio/NV_DE_Neural2-D_Dr-ge-Ei_0.15p_16ch.wav,5.4374,NV,Neural2-D,Dr-ge-Ei,Dr,ge,Ei,0.15p,16ch,100,101,112,121,131,110,120,130,4,NV2
audio/NV_DE_Neural2-F_Dr-ro-Vi_0.05p_16ch.wav,4.94,NV,Neural2-F,Dr-ro-Vi,Dr,ro,Vi,0.05p,16ch,100,101,112,123,134,110,120,130,5,NV2
audio/NV_DE_Neural2-D_Dr-ge-Vi_0.1p_16ch.wav,5.3771,NV,Neural2-D,Dr-ge-Vi,Dr,ge,Vi,0.1p,16ch,100,101,112,121,134,110,120,130,4,NV2
audio/NV_DE_Neural2-D_Kr-ge-Zw_0p_16ch.wav,5.3629,NV,Neural2-D,Kr-ge-Zw,Kr,ge,Zw,0p,16ch,100,101,113,121,132,110,120,130,4,NV2
audio/NV_DE_Neural2-F_Kr-gr-Dr_0.1p_16ch.wav,4.8722,NV,Neural2-F,Kr-gr-Dr,Kr,gr,Dr,0.1p,16ch,100,101,113,122,133,110,120,130,7,NV2
audio/NV_DE_Neural2-F_Ad-ro-Dr_0.15p_16ch.wav,4.8717,NV,Neural2-F,Ad-ro-Dr,Ad,ro,Dr,0.15p,16ch,100,101,111,123,133,110,120,130,4,NV2
audio/NV_DE_Neural2-D_Ti-we-Ei_0p_16ch.wav,5.5762,NV,Neural2-D,Ti-we-Ei,Ti,we,Ei,0p,16ch,100,101,114,124,131,110,120,130,5,NV2
