audiofile,duration,noise,voice,words,callSign,colour,number,levels,NV_nChannels,trigger_start,trigger_end,trigger_call,trigger_col,trigger_num,trigger_call_end,trigger_col_end,trigger_num_end,newidx,block
audio/NV_DE_Neural2-D_Dr-gr-Ei_0.05p_16ch.wav,5.5639,NV,Neural2-D,Dr-gr-Ei,Dr,gr,Ei,0.05p,16ch,100,101,112,122,131,110,120,130,22,NV6
audio/NV_DE_Neural2-F_Ad-we-Zw_0p_16ch.wav,4.9822,NV,Neural2-F,Ad-we-Zw,Ad,we,Zw,0p,16ch,100,101,111,124,132,110,120,130,23,NV6
audio/NV_DE_Neural2-F_Ti-gr-Dr_0p_16ch.wav,4.8481,NV,Neural2-F,Ti-gr-Dr,Ti,gr,Dr,0p,16ch,100,101,114,122,133,110,120,130,20,NV6
audio/NV_DE_Neural2-F_Dr-we-Dr_0.1p_16ch.wav,4.9166,NV,Neural2-F,Dr-we-Dr,Dr,we,Dr,0.1p,16ch,100,101,112,124,133,110,120,130,23,NV6
audio/NV_DE_Neural2-F_Ad-gr-Zw_0.1p_16ch.wav,5.0032,NV,Neural2-F,Ad-gr-Zw,Ad,gr,Zw,0.1p,16ch,100,101,111,122,132,110,120,130,22,NV6
audio/NV_DE_Neural2-D_Ti-gr-Zw_0.15p_16ch.wav,5.4849,NV,Neural2-D,Ti-gr-Zw,Ti,gr,Zw,0.15p,16ch,100,101,114,122,132,110,120,130,22,NV6
audio/NV_DE_Neural2-D_Dr-gr-Vi_0.15p_16ch.wav,5.4555,NV,Neural2-D,Dr-gr-Vi,Dr,gr,Vi,0.15p,16ch,100,101,112,122,134,110,120,130,20,NV6
audio/NV_DE_Neural2-F_Kr-we-Dr_0.15p_16ch.wav,4.9052,NV,Neural2-F,Kr-we-Dr,Kr,we,Dr,0.15p,16ch,100,101,113,124,133,110,120,130,23,NV6
audio/NV_DE_Neural2-D_Kr-ge-Dr_0.1p_16ch.wav,5.3277,NV,Neural2-D,Kr-ge-Dr,Kr,ge,Dr,0.1p,16ch,100,101,113,121,133,110,120,130,21,NV6
audio/NV_DE_Neural2-F_Kr-ro-Ei_0.15p_16ch.wav,5.1152,NV,Neural2-F,Kr-ro-Ei,Kr,ro,Ei,0.15p,16ch,100,101,113,123,131,110,120,130,22,NV6
audio/NV_DE_Neural2-D_Ad-ge-Vi_0.15p_16ch.wav,5.4884,NV,Neural2-D,Ad-ge-Vi,Ad,ge,Vi,0.15p,16ch,100,101,111,121,134,110,120,130,21,NV6
audio/NV_DE_Neural2-D_Ad-ro-Dr_0.05p_16ch.wav,5.4214,NV,Neural2-D,Ad-ro-Dr,Ad,ro,Dr,0.05p,16ch,100,101,111,123,133,110,120,130,21,NV6
audio/NV_DE_Neural2-F_Ad-ge-Ei_0.05p_16ch.wav,5.1134,NV,Neural2-F,Ad-ge-Ei,Ad,ge,Ei,0.05p,16ch,100,101,111,121,131,110,120,130,22,NV6
