audiofile,duration,noise,voice,words,callSign,colour,number,levels,NV_nChannels,trigger_start,trigger_end,trigger_call,trigger_col,trigger_num,trigger_call_end,trigger_col_end,trigger_num_end,newidx,block
audio/NV_DE_Neural2-F_Dr-we-Vi_0.1p_16ch.wav,5.0409,NV,Neural2-F,Dr-we-Vi,Dr,we,Vi,0.1p,16ch,100,101,112,124,134,110,120,130,21,NV6
audio/NV_DE_Neural2-D_Kr-ro-Ei_0.15p_16ch.wav,5.4911,NV,Neural2-D,Kr-ro-Ei,Kr,ro,Ei,0.15p,16ch,100,101,113,123,131,110,120,130,23,NV6
audio/NV_DE_Neural2-F_Kr-gr-Zw_0.1p_16ch.wav,4.975,NV,Neural2-F,Kr-gr-Zw,Kr,gr,Zw,0.1p,16ch,100,101,113,122,132,110,120,130,20,NV6
audio/NV_DE_Neural2-D_Dr-ro-Vi_0p_16ch.wav,5.3759,NV,Neural2-D,Dr-ro-Vi,Dr,ro,Vi,0p,16ch,100,101,112,123,134,110,120,130,20,NV6
audio/NV_DE_Neural2-D_Kr-we-Zw_0.1p_16ch.wav,5.3987,NV,Neural2-D,Kr-we-Zw,Kr,we,Zw,0.1p,16ch,100,101,113,124,132,110,120,130,20,NV6
audio/NV_DE_Neural2-F_Kr-ro-Zw_0.05p_16ch.wav,4.9106,NV,Neural2-F,Kr-ro-Zw,Kr,ro,Zw,0.05p,16ch,100,101,113,123,132,110,120,130,23,NV6
audio/NV_DE_Neural2-F_Ti-ro-Vi_0.05p_16ch.wav,4.9809,NV,Neural2-F,Ti-ro-Vi,Ti,ro,Vi,0.05p,16ch,100,101,114,123,134,110,120,130,21,NV6
audio/NV_DE_Neural2-D_Ad-we-Zw_0p_16ch.wav,5.5198,NV,Neural2-D,Ad-we-Zw,Ad,we,Zw,0p,16ch,100,101,111,124,132,110,120,130,23,NV6
audio/NV_DE_Neural2-F_Ad-gr-Ei_0p_16ch.wav,5.2153,NV,Neural2-F,Ad-gr-Ei,Ad,gr,Ei,0p,16ch,100,101,111,122,131,110,120,130,21,NV6
audio/NV_DE_Neural2-F_Dr-we-Zw_0.15p_16ch.wav,4.9699,NV,Neural2-F,Dr-we-Zw,Dr,we,Zw,0.15p,16ch,100,101,112,124,132,110,120,130,20,NV6
audio/NV_DE_Neural2-D_Ti-gr-Vi_0p_16ch.wav,5.5195,NV,Neural2-D,Ti-gr-Vi,Ti,gr,Vi,0p,16ch,100,101,114,122,134,110,120,130,22,NV6
audio/NV_DE_Neural2-D_Dr-we-Vi_0.05p_16ch.wav,5.3208,NV,Neural2-D,Dr-we-Vi,Dr,we,Vi,0.05p,16ch,100,101,112,124,134,110,120,130,23,NV6
audio/NV_DE_Neural2-D_Ti-gr-Zw_0.05p_16ch.wav,5.4849,NV,Neural2-D,Ti-gr-Zw,Ti,gr,Zw,0.05p,16ch,100,101,114,122,132,110,120,130,20,NV6
audio/NV_DE_Neural2-D_Ti-gr-Vi_0.1p_16ch.wav,5.5195,NV,Neural2-D,Ti-gr-Vi,Ti,gr,Vi,0.1p,16ch,100,101,114,122,134,110,120,130,23,NV6
audio/NV_DE_Neural2-F_Kr-we-Zw_0.15p_16ch.wav,5.0204,NV,Neural2-F,Kr-we-Zw,Kr,we,Zw,0.15p,16ch,100,101,113,124,132,110,120,130,21,NV6
audio/NV_DE_Neural2-D_Ti-ro-Zw_0p_16ch.wav,5.4665,NV,Neural2-D,Ti-ro-Zw,Ti,ro,Zw,0p,16ch,100,101,114,123,132,110,120,130,21,NV6
audio/NV_DE_Neural2-D_Ad-gr-Zw_0.1p_16ch.wav,5.6024,NV,Neural2-D,Ad-gr-Zw,Ad,gr,Zw,0.1p,16ch,100,101,111,122,132,110,120,130,22,NV6
audio/NV_DE_Neural2-F_Ti-ge-Ei_0.05p_16ch.wav,5.0991,NV,Neural2-F,Ti-ge-Ei,Ti,ge,Ei,0.05p,16ch,100,101,114,121,131,110,120,130,20,NV6
audio/NV_DE_Neural2-F_Ad-ro-Ei_0p_16ch.wav,5.1534,NV,Neural2-F,Ad-ro-Ei,Ad,ro,Ei,0p,16ch,100,101,111,123,131,110,120,130,22,NV6
