audiofile,duration,noise,voice,words,callSign,colour,number,levels,NV_nChannels,trigger_start,trigger_end,trigger_call,trigger_col,trigger_num,trigger_call_end,trigger_col_end,trigger_num_end,newidx,block
audio/NV_DE_Neural2-D_Kr-ge-Ei_0.05p_16ch.wav,5.4552,NV,Neural2-D,Kr-ge-Ei,Kr,ge,Ei,0.05p,16ch,100,101,113,121,131,110,120,130,10,NV3
audio/NV_DE_Neural2-D_Ad-we-Dr_0p_16ch.wav,5.4683,NV,Neural2-D,Ad-we-Dr,Ad,we,Dr,0p,16ch,100,101,111,124,133,110,120,130,9,NV3
audio/NV_DE_Neural2-D_Ti-gr-Vi_0.05p_16ch.wav,5.5195,NV,Neural2-D,Ti-gr-Vi,Ti,gr,Vi,0.05p,16ch,100,101,114,122,134,110,120,130,11,NV3
audio/NV_DE_Neural2-F_Ad-ge-Ei_0p_16ch.wav,5.1134,NV,Neural2-F,Ad-ge-Ei,Ad,ge,Ei,0p,16ch,100,101,111,121,131,110,120,130,8,NV3
audio/NV_DE_Neural2-F_Ti-ro-Ei_0.05p_16ch.wav,5.0619,NV,Neural2-F,Ti-ro-Ei,Ti,ro,Ei,0.05p,16ch,100,101,114,123,131,110,120,130,10,NV3
audio/NV_DE_Neural2-D_Kr-ge-Ei_0p_16ch.wav,5.4552,NV,Neural2-D,Kr-ge-Ei,Kr,ge,Ei,0p,16ch,100,101,113,121,131,110,120,130,8,NV3
audio/NV_DE_Neural2-F_Ad-ro-Zw_0.1p_16ch.wav,4.932,NV,Neural2-F,Ad-ro-Zw,Ad,ro,Zw,0.1p,16ch,100,101,111,123,132,110,120,130,8,NV3
audio/NV_DE_Neural2-D_Ti-ro-Vi_0.15p_16ch.wav,5.4734,NV,Neural2-D,Ti-ro-Vi,Ti,ro,Vi,0.15p,16ch,100,101,114,123,134,110,120,130,11,NV3
audio/NV_DE_Neural2-D_Ad-gr-Zw_0p_16ch.wav,5.6024,NV,Neural2-D,Ad-gr-Zw,Ad,gr,Zw,0p,16ch,100,101,111,122,132,110,120,130,11,NV3
audio/NV_DE_Neural2-D_Kr-ge-Vi_0.05p_16ch.wav,5.3664,NV,Neural2-D,Kr-ge-Vi,Kr,ge,Vi,0.05p,16ch,100,101,113,121,134,110,120,130,8,NV3
audio/NV_DE_Neural2-F_Ad-gr-Dr_0p_16ch.wav,4.9406,NV,Neural2-F,Ad-gr-Dr,Ad,gr,Dr,0p,16ch,100,101,111,122,133,110,120,130,9,NV3
audio/NV_DE_Neural2-F_Kr-we-Dr_0.1p_16ch.wav,4.9052,NV,Neural2-F,Kr-we-Dr,Kr,we,Dr,0.1p,16ch,100,101,113,124,133,110,120,130,10,NV3
audio/NV_DE_Neural2-D_Kr-we-Ei_0.05p_16ch.wav,5.5064,NV,Neural2-D,Kr-we-Ei,Kr,we,Ei,0.05p,16ch,100,101,113,124,131,110,120,130,9,NV3
audio/NV_DE_Neural2-F_Kr-ge-Dr_0.05p_16ch.wav,4.9212,NV,Neural2-F,Kr-ge-Dr,Kr,ge,Dr,0.05p,16ch,100,101,113,121,133,110,120,130,8,NV3
audio/NV_DE_Neural2-F_Kr-ro-Ei_0.05p_16ch.wav,5.1152,NV,Neural2-F,Kr-ro-Ei,Kr,ro,Ei,0.05p,16ch,100,101,113,123,131,110,120,130,9,NV3
audio/NV_DE_Neural2-F_Ti-ro-Ei_0.15p_16ch.wav,5.0619,NV,Neural2-F,Ti-ro-Ei,Ti,ro,Ei,0.15p,16ch,100,101,114,123,131,110,120,130,11,NV3
audio/NV_DE_Neural2-F_Ti-ge-Vi_0.15p_16ch.wav,5.0115,NV,Neural2-F,Ti-ge-Vi,Ti,ge,Vi,0.15p,16ch,100,101,114,121,134,110,120,130,8,NV3
audio/NV_DE_Neural2-F_Dr-we-Dr_0.05p_16ch.wav,4.9166,NV,Neural2-F,Dr-we-Dr,Dr,we,Dr,0.05p,16ch,100,101,112,124,133,110,120,130,11,NV3
audio/NV_DE_Neural2-F_Ti-gr-Vi_0p_16ch.wav,4.9453,NV,Neural2-F,Ti-gr-Vi,Ti,gr,Vi,0p,16ch,100,101,114,122,134,110,120,130,10,NV3
audio/NV_DE_Neural2-D_Ti-ge-Zw_0.15p_16ch.wav,5.4068,NV,Neural2-D,Ti-ge-Zw,Ti,ge,Zw,0.15p,16ch,100,101,114,121,132,110,120,130,9,NV3
audio/NV_DE_Neural2-D_Ad-ro-Zw_0.1p_16ch.wav,5.4646,NV,Neural2-D,Ad-ro-Zw,Ad,ro,Zw,0.1p,16ch,100,101,111,123,132,110,120,130,8,NV3
audio/NV_DE_Neural2-D_Ad-we-Dr_0.1p_16ch.wav,5.4683,NV,Neural2-D,Ad-we-Dr,Ad,we,Dr,0.1p,16ch,100,101,111,124,133,110,120,130,9,NV3
audio/NV_DE_Neural2-D_Kr-gr-Vi_0.15p_16ch.wav,5.4463,NV,Neural2-D,Kr-gr-Vi,Kr,gr,Vi,0.15p,16ch,100,101,113,122,134,110,120,130,8,NV3
audio/NV_DE_Neural2-F_Kr-ro-Zw_0.1p_16ch.wav,4.9106,NV,Neural2-F,Kr-ro-Zw,Kr,ro,Zw,0.1p,16ch,100,101,113,123,132,110,120,130,9,NV3
audio/NV_DE_Neural2-D_Kr-ge-Vi_0.15p_16ch.wav,5.3664,NV,Neural2-D,Kr-ge-Vi,Kr,ge,Vi,0.15p,16ch,100,101,113,121,134,110,120,130,10,NV3
audio/NV_DE_Neural2-D_Kr-we-Zw_0p_16ch.wav,5.3987,NV,Neural2-D,Kr-we-Zw,Kr,we,Zw,0p,16ch,100,101,113,124,132,110,120,130,10,NV3
audio/NV_DE_Neural2-F_Ti-gr-Zw_0.1p_16ch.wav,4.9512,NV,Neural2-F,Ti-gr-Zw,Ti,gr,Zw,0.1p,16ch,100,101,114,122,132,110,120,130,11,NV3
audio/NV_DE_Neural2-D_Ad-we-Ei_0.1p_16ch.wav,5.6307,NV,Neural2-D,Ad-we-Ei,Ad,we,Ei,0.1p,16ch,100,101,111,124,131,110,120,130,10,NV3
audio/NV_DE_Neural2-D_Ti-we-Ei_0.1p_16ch.wav,5.5762,NV,Neural2-D,Ti-we-Ei,Ti,we,Ei,0.1p,16ch,100,101,114,124,131,110,120,130,11,NV3
audio/NV_DE_Neural2-F_Dr-ge-Ei_0p_16ch.wav,5.1509,NV,Neural2-F,Dr-ge-Ei,Dr,ge,Ei,0p,16ch,100,101,112,121,131,110,120,130,11,NV3
