audiofile,duration,noise,voice,words,callSign,colour,number,levels,NV_nChannels,trigger_start,trigger_end,trigger_call,trigger_col,trigger_num,trigger_call_end,trigger_col_end,trigger_num_end,newidx,block
audio/NV_DE_Neural2-F_Kr-gr-Vi_0.05p_16ch.wav,5.0049,NV,Neural2-F,Kr-gr-Vi,Kr,gr,Vi,0.05p,16ch,100,101,113,122,134,110,120,130,29,NV8
audio/NV_DE_Neural2-F_Dr-gr-Vi_0.05p_16ch.wav,4.9925,NV,Neural2-F,Dr-gr-Vi,Dr,gr,Vi,0.05p,16ch,100,101,112,122,134,110,120,130,30,NV8
audio/NV_DE_Neural2-D_Kr-ge-Dr_0.15p_16ch.wav,5.3277,NV,Neural2-D,Kr-ge-Dr,Kr,ge,Dr,0.15p,16ch,100,101,113,121,133,110,120,130,29,NV8
audio/NV_DE_Neural2-D_Dr-ro-Vi_0.05p_16ch.wav,5.3759,NV,Neural2-D,Dr-ro-Vi,Dr,ro,Vi,0.05p,16ch,100,101,112,123,134,110,120,130,29,NV8
audio/NV_DE_Neural2-D_Dr-ge-Dr_0.1p_16ch.wav,5.2636,NV,Neural2-D,Dr-ge-Dr,Dr,ge,Dr,0.1p,16ch,100,101,112,121,133,110,120,130,29,NV8
audio/NV_DE_Neural2-D_Kr-gr-Ei_0.15p_16ch.wav,5.6275,NV,Neural2-D,Kr-gr-Ei,Kr,gr,Ei,0.15p,16ch,100,101,113,122,131,110,120,130,28,NV8
audio/NV_DE_Neural2-D_Kr-we-Dr_0.1p_16ch.wav,5.3234,NV,Neural2-D,Kr-we-Dr,Kr,we,Dr,0.1p,16ch,100,101,113,124,133,110,120,130,31,NV8
audio/NV_DE_Neural2-D_Kr-ro-Zw_0p_16ch.wav,5.3887,NV,Neural2-D,Kr-ro-Zw,Kr,ro,Zw,0p,16ch,100,101,113,123,132,110,120,130,29,NV8
audio/NV_DE_Neural2-F_Ti-ge-Vi_0p_16ch.wav,5.0115,NV,Neural2-F,Ti-ge-Vi,Ti,ge,Vi,0p,16ch,100,101,114,121,134,110,120,130,31,NV8
audio/NV_DE_Neural2-F_Kr-ro-Ei_0p_16ch.wav,5.1152,NV,Neural2-F,Kr-ro-Ei,Kr,ro,Ei,0p,16ch,100,101,113,123,131,110,120,130,29,NV8
audio/NV_DE_Neural2-F_Ti-ge-Ei_0.15p_16ch.wav,5.0991,NV,Neural2-F,Ti-ge-Ei,Ti,ge,Ei,0.15p,16ch,100,101,114,121,131,110,120,130,31,NV8
audio/NV_DE_Neural2-D_Dr-we-Ei_0.05p_16ch.wav,5.4548,NV,Neural2-D,Dr-we-Ei,Dr,we,Ei,0.05p,16ch,100,101,112,124,131,110,120,130,28,NV8
audio/NV_DE_Neural2-D_Dr-ge-Zw_0p_16ch.wav,5.3371,NV,Neural2-D,Dr-ge-Zw,Dr,ge,Zw,0p,16ch,100,101,112,121,132,110,120,130,28,NV8
audio/NV_DE_Neural2-F_Ti-we-Vi_0.1p_16ch.wav,5.0131,NV,Neural2-F,Ti-we-Vi,Ti,we,Vi,0.1p,16ch,100,101,114,124,134,110,120,130,31,NV8
audio/NV_DE_Neural2-D_Kr-ro-Ei_0p_16ch.wav,5.4911,NV,Neural2-D,Kr-ro-Ei,Kr,ro,Ei,0p,16ch,100,101,113,123,131,110,120,130,31,NV8
audio/NV_DE_Neural2-F_Dr-ge-Dr_0.1p_16ch.wav,4.9041,NV,Neural2-F,Dr-ge-Dr,Dr,ge,Dr,0.1p,16ch,100,101,112,121,133,110,120,130,30,NV8
audio/NV_DE_Neural2-D_Ti-gr-Dr_0.05p_16ch.wav,5.4702,NV,Neural2-D,Ti-gr-Dr,Ti,gr,Dr,0.05p,16ch,100,101,114,122,133,110,120,130,31,NV8
audio/NV_DE_Neural2-F_Ad-we-Ei_0.15p_16ch.wav,5.1733,NV,Neural2-F,Ad-we-Ei,Ad,we,Ei,0.15p,16ch,100,101,111,124,131,110,120,130,28,NV8
audio/NV_DE_Neural2-F_Dr-gr-Zw_0.15p_16ch.wav,4.9693,NV,Neural2-F,Dr-gr-Zw,Dr,gr,Zw,0.15p,16ch,100,101,112,122,132,110,120,130,30,NV8
audio/NV_DE_Neural2-D_Dr-we-Zw_0.15p_16ch.wav,5.3485,NV,Neural2-D,Dr-we-Zw,Dr,we,Zw,0.15p,16ch,100,101,112,124,132,110,120,130,31,NV8
audio/NV_DE_Neural2-D_Ti-ge-Zw_0.1p_16ch.wav,5.4068,NV,Neural2-D,Ti-ge-Zw,Ti,ge,Zw,0.1p,16ch,100,101,114,121,132,110,120,130,28,NV8
audio/NV_DE_Neural2-F_Ad-ge-Dr_0.15p_16ch.wav,4.9357,NV,Neural2-F,Ad-ge-Dr,Ad,ge,Dr,0.15p,16ch,100,101,111,121,133,110,120,130,29,NV8
audio/NV_DE_Neural2-D_Ad-we-Vi_0.1p_16ch.wav,5.5026,NV,Neural2-D,Ad-we-Vi,Ad,we,Vi,0.1p,16ch,100,101,111,124,134,110,120,130,30,NV8
audio/NV_DE_Neural2-F_Kr-we-Ei_0p_16ch.wav,5.172,NV,Neural2-F,Kr-we-Ei,Kr,we,Ei,0p,16ch,100,101,113,124,131,110,120,130,30,NV8
audio/NV_DE_Neural2-F_Ti-ro-Dr_0.05p_16ch.wav,4.843,NV,Neural2-F,Ti-ro-Dr,Ti,ro,Dr,0.05p,16ch,100,101,114,123,133,110,120,130,31,NV8
audio/NV_DE_Neural2-F_Ti-ro-Zw_0.1p_16ch.wav,4.9,NV,Neural2-F,Ti-ro-Zw,Ti,ro,Zw,0.1p,16ch,100,101,114,123,132,110,120,130,28,NV8
audio/NV_DE_Neural2-F_Kr-we-Dr_0p_16ch.wav,4.9052,NV,Neural2-F,Kr-we-Dr,Kr,we,Dr,0p,16ch,100,101,113,124,133,110,120,130,28,NV8
audio/NV_DE_Neural2-D_Ad-ro-Ei_0p_16ch.wav,5.647,NV,Neural2-D,Ad-ro-Ei,Ad,ro,Ei,0p,16ch,100,101,111,123,131,110,120,130,30,NV8
audio/NV_DE_Neural2-F_Dr-ro-Zw_0.1p_16ch.wav,4.9019,NV,Neural2-F,Dr-ro-Zw,Dr,ro,Zw,0.1p,16ch,100,101,112,123,132,110,120,130,29,NV8
audio/NV_DE_Neural2-D_Dr-gr-Dr_0.05p_16ch.wav,5.3868,NV,Neural2-D,Dr-gr-Dr,Dr,gr,Dr,0.05p,16ch,100,101,112,122,133,110,120,130,30,NV8
audio/NV_DE_Neural2-D_Kr-ge-Ei_0.15p_16ch.wav,5.4552,NV,Neural2-D,Kr-ge-Ei,Kr,ge,Ei,0.15p,16ch,100,101,113,121,131,110,120,130,30,NV8
audio/NV_DE_Neural2-F_Kr-ge-Ei_0.05p_16ch.wav,5.1524,NV,Neural2-F,Kr-ge-Ei,Kr,ge,Ei,0.05p,16ch,100,101,113,121,131,110,120,130,28,NV8
