instr_start.started,instr_start.stopped,instrRest_pre.started,instrRest_pre.stopped,pp_instrRest_PRE.started,pp_instrRest_PRE.stopped,fixation_1.started,fixation_1.stopped,screenAfterAudio_3.started,screenAfterAudio_3.stopped,beep_rest_pre_end.started,beep_rest_pre_end.stopped,pp_rest_pre_start.started,pp_rest_pre_start.stopped,participant,order,date,expName,psychopyVersion,frameRate,
15.8350547,None,32.629388300000755,None,None,None,43.00988270000016,45.010547800000495,45.010547800000495,45.010547800000495,45.010807899999875,None,43.00988270000016,43.027939999999944,,,,,,,
