training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,videoFile,condition,video,speaker,callSign,colour,number,instrTrainText.started,key_resp_2.started,blankScreen.started,blankScreen.stopped,call1.started,call2.started,call3.started,call4.started,colour1.started,colour2.started,colour3.started,colour4.started,number1.started,number2.started,number3.started,number4.started,mouseClickOnCall.started,mouseClickOnColour.started,participant,order,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,8.546057600000495,8.546057600000495,10.851330000001326,11.860046699999657,11.860046699999657,11.860046699999657,11.860046699999657,11.860046699999657,11.860046699999657,11.860046699999657,11.860046699999657,11.860046699999657,11.860046699999657,11.860046699999657,11.860046699999657,11.860046699999657,1.9844062000011036,6.157087399999,,,,,,,
