videoFile,condition,video,speaker,callSign,colour,number,seq,id,block,exp.thisRepN,exp.thisTrialN,exp.thisN,exp.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,firstHalf.thisRepN,firstHalf.thisTrialN,firstHalf.thisN,firstHalf.thisIndex,blocksA.thisRepN,blocksA.thisTrialN,blocksA.thisN,blocksA.thisIndex,secondHalf.thisRepN,secondHalf.thisTrialN,secondHalf.thisN,secondHalf.thisIndex,blocksB.thisRepN,blocksB.thisTrialN,blocksB.thisN,blocksB.thisIndex,mouseClickOnCall.x,mouseClickOnCall.y,mouseClickOnCall.leftButton,mouseClickOnCall.midButton,mouseClickOnCall.rightButton,mouseClickOnCall.time,mouseClickOnCall.clicked_name,mouseClickOnColour.x,mouseClickOnColour.y,mouseClickOnColour.leftButton,mouseClickOnColour.midButton,mouseClickOnColour.rightButton,mouseClickOnColour.time,mouseClickOnColour.clicked_name,mouseClickOnNumber.x,mouseClickOnNumber.y,mouseClickOnNumber.leftButton,mouseClickOnNumber.midButton,mouseClickOnNumber.rightButton,mouseClickOnNumber.time,mouseClickOnNumber.clicked_name,callSignCorrect,colourCorrect,numberCorrect,participant,order,date,expName,psychopyVersion,frameRate,
video/Training/zh_sp01_Ad_We_4_NVocInAudio_NoVideo.avi,vocoded,noVideo,sp01,Ad,We,4,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,-0.41574074074074074,0.3138888888888889,1,0,0,7.444299700000556,call1,0.025925925925925925,-0.26944444444444443,1,0,0,8.955725799984066,colour4,0.4513888888888889,-0.29305555555555557,1,0,0,10.176545199996326,number4,True,True,True,10,5,2019_Nov_12_1308,MA_Theta_Exp,3.0.7,57.683034036871234,
video/Training/zh_sp07_Ad_Ge_3_NVocInAudio_NoVideo.avi,vocoded,noVideo,sp07,Ad,Ge,3,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,-0.412962962962963,0.3236111111111111,1,0,0,5.501967499993043,call1,0.02175925925925926,0.3194444444444444,1,0,0,6.828512600011891,colour1,0.42314814814814816,-0.11527777777777778,1,0,0,7.657165200012969,number3,True,True,True,10,5,2019_Nov_12_1308,MA_Theta_Exp,3.0.7,57.683034036871234,
video/Training/zh_sp01_Dr_Ro_3_NVocInAudio_GlobalThetaInVideo.avi,vocoded,plusVideo,sp01,Dr,Ro,3,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,-0.4324074074074074,0.10555555555555556,1,0,0,5.988124099996639,call2,0.003703703703703704,-0.1486111111111111,1,0,0,6.774429200013401,colour3,0.42592592592592593,-0.10972222222222222,1,0,0,7.763585600012448,number3,True,True,True,10,5,2019_Nov_12_1308,MA_Theta_Exp,3.0.7,57.683034036871234,
video/Training/zh_sp07_Dr_Gr_4_NVocInAudio_GlobalThetaInVideo.avi,vocoded,plusVideo,sp07,Dr,Gr,4,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,-0.3902777777777778,0.06527777777777778,1,0,0,4.971667900012108,call2,0.017592592592592594,0.07916666666666666,1,0,0,5.757373800006462,colour2,0.4759259259259259,-0.325,1,0,0,6.7141283999953885,number4,True,True,True,10,5,2019_Nov_12_1308,MA_Theta_Exp,3.0.7,57.683034036871234,
video/Training/zh_sp01_Ti_Gr_2_NoThetaInAudio_NoVideo.avi,noTheta,noVideo,sp01,Ti,Gr,2,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,-0.3763888888888889,0.34305555555555556,1,0,0,7.8367987999808975,call1,0.03425925925925926,0.10833333333333334,1,0,0,9.188127600005828,colour2,0.4009259259259259,0.09861111111111111,1,0,0,9.830671400006395,number2,False,True,True,10,5,2019_Nov_12_1308,MA_Theta_Exp,3.0.7,57.683034036871234,
video/Training/zh_sp07_Ti_Ro_1_NoThetaInAudio_NoVideo.avi,noTheta,noVideo,sp07,Ti,Ro,1,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,-0.3902777777777778,-0.11527777777777778,1,0,0,5.065908699994907,call3,-0.022222222222222223,0.2722222222222222,1,0,0,7.320939500001259,colour1,0.4050925925925926,0.2861111111111111,1,0,0,8.0410564999911,number1,True,False,True,10,5,2019_Nov_12_1308,MA_Theta_Exp,3.0.7,57.683034036871234,
video/Training/zh_sp01_Un_Ge_1_NoThetaInAudio_GlobalThetaInVideo.avi,noTheta,plusVideo,sp01,Un,Ge,1,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,-0.4060185185185185,-0.32083333333333336,1,0,0,5.503038399998331,call4,0.02361111111111111,0.31527777777777777,1,0,0,6.602000899991253,colour1,0.35648148148148145,0.3333333333333333,1,0,0,7.597894300008193,number1,True,True,True,10,5,2019_Nov_12_1308,MA_Theta_Exp,3.0.7,57.683034036871234,
video/Training/zh_sp07_Un_We_2_NoThetaInAudio_GlobalThetaInVideo.avi,noTheta,plusVideo,sp07,Un,We,2,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,-0.4041666666666667,-0.31666666666666665,1,0,0,5.775666099973023,call4,-0.05324074074074074,0.13055555555555556,1,0,0,7.070955300005153,colour2,0.4134259259259259,0.3277777777777778,1,0,0,7.83729699999094,number1,True,False,False,10,5,2019_Nov_12_1308,MA_Theta_Exp,3.0.7,57.683034036871234,
video/Training/zh_sp01_Ad_Ge_1_GlobalTheta_NoVideo.avi,globalTheta,noVideo,sp01,Ad,Ge,1,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,-0.3962962962962963,0.32083333333333336,1,0,0,5.489986200002022,call1,0.05648148148148148,0.3333333333333333,1,0,0,6.396667399996659,colour1,0.41759259259259257,0.31805555555555554,1,0,0,7.18989059998421,number1,True,True,True,10,5,2019_Nov_12_1308,MA_Theta_Exp,3.0.7,57.683034036871234,
video/Training/zh_sp07_Ad_Ro_3_GlobalTheta_NoVideo.avi,globalTheta,noVideo,sp07,Ad,Ro,3,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,-0.4199074074074074,0.32222222222222224,1,0,0,5.226962899992941,call1,0.015277777777777777,0.3333333333333333,1,0,0,7.155286499997601,colour1,0.4083333333333333,-0.10416666666666667,1,0,0,8.217209800001001,number3,True,False,True,10,5,2019_Nov_12_1308,MA_Theta_Exp,3.0.7,57.683034036871234,
