training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,videoFile,condition,video,speaker,callSign,colour,number,instrExposureText.started,key_resp_4.started,participant,order,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,10.734869699999763,10.734869699999763,,,,,,,
