exp.thisRepN,exp.thisTrialN,exp.thisN,exp.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,videoFile,condition,video,speaker,callSign,colour,number,instrExposureText.started,key_resp_4.started,originalSentence.started,waitAfterSound.started,waitAfterSound.stopped,instrTrainText.started,key_resp_2.started,participant,order,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,60.59435550000126,60.59435550000126,0.00031039999885251746,98.91060190000098,99.91141489999973,99.91141489999973,99.91141489999973,,,,,,,
