training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,videoFile,condition,video,speaker,callSign,colour,number,instrTrainText.started,key_resp_2.started,blankScreen.started,blankScreen.stopped,call1.started,call2.started,call3.started,call4.started,colour1.started,colour2.started,colour3.started,colour4.started,number1.started,number2.started,number3.started,number4.started,mouseClickOnCall.started,mouseClickOnColour.started,participant,order,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,10.012834400000429,10.012834400000429,21.52580350000062,22.526801399999385,22.526801399999385,22.526801399999385,22.526801399999385,22.526801399999385,22.526801399999385,22.526801399999385,22.526801399999385,22.526801399999385,22.526801399999385,22.526801399999385,22.526801399999385,22.526801399999385,1.9851364999994985,4.036402400000952,,,,,,,
