exp.thisRepN,exp.thisTrialN,exp.thisN,exp.thisIndex,audioFile,speaker,callSign,colour,number,instrExposureText.started,key_resp_4.started,originalSentence.started,waitAfterSound.started,waitAfterSound.stopped,participant,order,date,expName,psychopyVersion,frameRate,
,,,,,,,,,12.394985399999769,12.394985399999769,0.0004804999998668791,71.47695380000005,68.83833649999997,,,,,,,
