exp.thisRepN,exp.thisTrialN,exp.thisN,exp.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,videoFile,condition,video,speaker,callSign,colour,number,instrExposureText.started,key_resp_4.started,originalSentence.started,waitAfterSound.started,waitAfterSound.stopped,instrTrainText.started,key_resp_2.started,participant,order,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,11.159035499999845,11.159035499999845,0.00042550000034680124,59.289284399999815,61.28799789999994,61.28799789999994,61.28799789999994,,,,,,,
