exp.thisRepN,exp.thisTrialN,exp.thisN,exp.thisIndex,audioFile,speaker,callSign,colour,number,instrExposureText.started,key_resp_4.started,originalSentence.started,waitAfterSound.started,waitAfterSound.stopped,participant,order,date,expName,psychopyVersion,frameRate,
,,,,,,,,,8.97868279999966,8.97868279999966,0.09225309999965248,23.365380600000208,20.746088100000634,,,,,,,
