exp.thisRepN,exp.thisTrialN,exp.thisN,exp.thisIndex,audioFile,speaker,callSign,colour,number,instrExposureText.started,key_resp_4.started,originalSentence.started,participant,order,date,expName,psychopyVersion,frameRate,
,,,,,,,,,10.330038699999932,10.330038699999932,0.15450670000063838,,,,,,,
