training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,instrTrainText.started,key_resp_2.started,participant,order,date,expName,psychopyVersion,frameRate,
,,,,9.723646900001768,9.723646900001768,,,,,,,
