audiofile,duration,noise,voice,words,callSign,colour,number,level,file,firstSound_tmin,lastSound_tmax,token_1_tmin,token_1_tmax,token_2_tmin,token_2_tmax,token_3_tmin,token_3_tmax,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,instrTrainText.started,key_resp_2.started,sound_1.started,fixation.started,fixation.stopped,screenAfterAudio.started,screenAfterAudio.stopped,blankScreen.started,blankScreen.stopped,call1.started,call2.started,call3.started,call4.started,colour1.started,colour2.started,colour3.started,colour4.started,number1.started,number2.started,number3.started,number4.started,mouseClickOnCall.started,mouseClickOnCall.x,mouseClickOnCall.y,mouseClickOnCall.leftButton,mouseClickOnCall.midButton,mouseClickOnCall.rightButton,mouseClickOnCall.time,mouseClickOnCall.clicked_name,mouseClickOnColour.x,mouseClickOnColour.y,mouseClickOnColour.leftButton,mouseClickOnColour.midButton,mouseClickOnColour.rightButton,mouseClickOnColour.time,mouseClickOnColour.clicked_name,mouseClickOnNumber.x,mouseClickOnNumber.y,mouseClickOnNumber.leftButton,mouseClickOnNumber.midButton,mouseClickOnNumber.rightButton,mouseClickOnNumber.time,mouseClickOnNumber.clicked_name,callSignCorrect,colourCorrect,numberCorrect,participant,order,date,expName,psychopyVersion,frameRate,
audio/NV_DE_Neural2-D_Ad-ge-Dr_0.2p.wav,5.4325,NV,Neural2-D,Ad-ge-Dr,Ad,ge,Dr,0.2p,DE_Neural2-D_Ad-ge-Dr.TextGrid,0.16712,4.69712,0.76712,1.34712,2.49712,2.76712,3.92712,4.36712,0,0,0,0,14.682998000000225,14.682998000000225,17.12968123999526,17.134206900002027,22.63881930000207,22.63881930000207,22.63881930000207,22.63881930000207,23.639620800000557,23.639620800000557,23.639620800000557,23.639620800000557,23.639620800000557,23.639620800000557,23.639620800000557,23.639620800000557,23.639620800000557,23.639620800000557,23.639620800000557,23.639620800000557,23.639620800000557,1.065226700000494,"[0.068359375, 0.0578125, 0.01328125, 0.0140625]","[-0.2296875, -0.256640625, -0.1953125, -0.1703125]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[2.3398802999981854, 2.8203303999980562, 3.4543874000009964, 4.371652300000278]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],NO_ANSW,NO_ANSW,NO_ANSW,,,2023-03-01_16h47.48.011,SentenceInNoise,2022.2.1,59.6067622678992,
,,,,,,,,,,,,,,,,,,,,,,,,32.6642471200008,32.66467399999965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
