audioFile,speaker,callSign,colour,number,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,instrTrainText.started,key_resp_2.started,sound_1.started,fixation.started,fixation.stopped,screenAfterAudio.started,screenAfterAudio.stopped,blankScreen.started,blankScreen.stopped,call1.started,call2.started,call3.started,call4.started,colour1.started,colour2.started,colour3.started,colour4.started,number1.started,number2.started,number3.started,number4.started,mouseClickOnCall.started,mouseClickOnCall.x,mouseClickOnCall.y,mouseClickOnCall.leftButton,mouseClickOnCall.midButton,mouseClickOnCall.rightButton,mouseClickOnCall.time,mouseClickOnCall.clicked_name,mouseClickOnColour.x,mouseClickOnColour.y,mouseClickOnColour.leftButton,mouseClickOnColour.midButton,mouseClickOnColour.rightButton,mouseClickOnColour.time,mouseClickOnColour.clicked_name,mouseClickOnNumber.x,mouseClickOnNumber.y,mouseClickOnNumber.leftButton,mouseClickOnNumber.midButton,mouseClickOnNumber.rightButton,mouseClickOnNumber.time,mouseClickOnNumber.clicked_name,callSignCorrect,colourCorrect,numberCorrect,participant,order,date,expName,psychopyVersion,frameRate,
audio/zh_sp01_Ad_Ge_1.wav,sp01,Ad,Ge,1,0,0,0,0,9.975407300051302,9.975407300051302,22.24149812005926,22.252797999884933,25.977952499873936,25.977952499873936,25.977952499873936,25.977952499873936,26.99000440002419,26.99000440002419,26.99000440002419,26.99000440002419,26.99000440002419,26.99000440002419,26.99000440002419,26.99000440002419,26.99000440002419,26.99000440002419,26.99000440002419,26.99000440002419,26.99000440002419,1.378117100102827,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],NO_ANSW,NO_ANSW,NO_ANSW,,,2023-02-06_16h30.56.073,MA_Theta_Exp,2022.2.1,59.94025154889162,
,,,,,,,,,,,36.06323162005283,36.063642899971455,39.850269600050524,39.850269600050524,39.850269600050524,39.850269600050524,40.852252800017595,40.852252800017595,40.852252800017595,40.852252800017595,40.852252800017595,40.852252800017595,40.852252800017595,40.852252800017595,40.852252800017595,40.852252800017595,40.852252800017595,40.852252800017595,40.852252800017595,1.367264699889347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
