training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,instrTrainText.started,key_resp_2.started,participant,order,date,expName,psychopyVersion,frameRate,
,,,,20.2191191999882,20.2191191999882,,,,,,,
