blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,condsFile,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,audiofile,duration,noise,voice,words,callSign,colour,number,levels,trigger_start,trigger_end,trigger_call,trigger_col,trigger_num,file,firstSound_tmin,lastSound_tmax,token_1_tmin,token_1_tmax,token_2_tmin,token_2_tmax,token_3_tmin,token_3_tmax,rater,newidx,block,instrTrainText.started,key_resp_2.started,blockStart.started,key_resp.started,sound_1.started,fixation.started,pp_start.started,pp_start.stopped,pp_t0_start.started,pp_t0_start.stopped,pp_t1_start.started,pp_t1_start.stopped,pp_t2_start.started,pp_t2_start.stopped,pp_t3_start.started,pp_t3_start.stopped,pp_end.started,pp_end.stopped,fixation.stopped,screenAfterAudio.started,screenAfterAudio.stopped,blankScreen.started,blankScreen.stopped,call1.started,call2.started,call3.started,call4.started,colour1.started,colour2.started,colour3.started,colour4.started,number1.started,number2.started,number3.started,number4.started,mouseClickOnCall.started,mouseClickOnColour.started,participant,order,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.952768000075594,11.952768000075594,13.249974200036377,13.249974200036377,13.901192049798556,13.91546200006269,13.91546200006269,13.932331699877977,13.965561900055036,13.982241200050339,14.48304109997116,14.499357799999416,16.034050399903208,16.050536999944597,17.601931100012735,17.618610000004992,18.018949599936604,18.035408499883488,18.93865459994413,18.93865459994413,18.93865459994413,18.93865459994413,19.953543500043452,19.953543500043452,19.953543500043452,19.953543500043452,19.953543500043452,19.953543500043452,19.953543500043452,19.953543500043452,19.953543500043452,19.953543500043452,19.953543500043452,19.953543500043452,19.953543500043452,1.049371800152585,2.7341818001586944,,,,,,,
