instr_start.started,key_resp_inst_2.started,instrRest_pre.started,key_resp_instRest_pre.started,beep_rest_pre_start.started,fixation_1.started,pp_rest_pre_start.started,pp_rest_pre_start.stopped,fixation_1.stopped,beep_rest_pre_end.started,participant,order,date,expName,psychopyVersion,frameRate,
11.232699399988633,11.232699399988633,11.617057600000408,11.617057600000408,11.967383360001257,11.967515499971341,11.967515499971341,11.986316199996509,15.97286370000802,15.972910429979674,,,,,,,
