instr_start.started,key_resp_inst_2.started,instrRest_pre.started,key_resp_instRest_pre.started,beep_rest_pre_start.started,fixation_1.started,pp_rest_pre_start.started,pp_rest_pre_start.stopped,fixation_1.stopped,beep_rest_pre_end.started,participant,order,date,expName,psychopyVersion,frameRate,
11.110747899976559,11.110747899976559,11.95869939995464,11.95869939995464,12.209129999938888,12.223475899954792,12.223475899954792,12.24007099994924,16.226827499980573,16.226715449953918,,,,,,,
