instr_start.started,key_resp_inst_2.started,instrRest_pre.started,key_resp_instRest_pre.started,beep_rest_pre_start.started,fixation_1.started,pp_rest_pre_start.started,pp_rest_pre_start.stopped,fixation_1.stopped,screenAfterAudio_3.started,screenAfterAudio_3.stopped,beep_rest_pre_end.started,beep_rest_pre_end.stopped,instr_start_2.started,key_resp_inst_3.started,participant,order,date,expName,psychopyVersion,frameRate,
121.90024819993414,121.90024819993414,125.28939949988853,125.28939949988853,127.04111153990962,127.05449629994109,127.05449629994109,127.07101739989594,131.0577600999968,131.0577600999968,131.0577600999968,131.05774446994764,132.05921949993353,132.05921949993353,132.05921949993353,,,,,,,
