9.0314 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000026EB9865AF0>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000026EDF3C6760>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([1280, 1024]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
11.2398 	EXP 	Created number2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-14.0, flipHoriz=False, flipVert=False, image='images/2.png', interpolate=True, mask=None, maskParams=None, name='number2', opacity=1.0, ori=0.0, pos=array([0.4       , 0.10416667]), size=array([0.18, 0.18]), texRes=128, units='height', win=Window(...))
11.2597 	EXP 	Created number3 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-15.0, flipHoriz=False, flipVert=False, image='images/3.png', interpolate=True, mask=None, maskParams=None, name='number3', opacity=1.0, ori=0.0, pos=array([ 0.4       , -0.10416667]), size=array([0.18, 0.18]), texRes=128, units='height', win=Window(...))
11.2832 	EXP 	Created number4 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-16.0, flipHoriz=False, flipVert=False, image='images/4.png', interpolate=True, mask=None, maskParams=None, name='number4', opacity=1.0, ori=0.0, pos=array([ 0.4   , -0.3125]), size=array([0.18, 0.18]), texRes=128, units='height', win=Window(...))
11.2833 	EXP 	window1: mouseVisible = True
11.2833 	EXP 	window1: mouseVisible = True
11.2833 	EXP 	window1: mouseVisible = True
11.3024 	EXP 	Created blankScreenAfterResponse = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-25.0, flipHoriz=False, flipVert=False, image='images/blankScreen.png', interpolate=True, mask=None, maskParams=None, name='blankScreenAfterResponse', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1920., 1080.]), texRes=128, units='height', win=Window(...))
11.3082 	EXP 	Created thanksText = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.04, italic=False, languageStyle='LTR', name='thanksText', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
11.3083 	EXP 	window1: mouseVisible = False
11.3155 	EXP 	instrTrainText: autoDraw = True
18.9428 	EXP 	Imported order1.csv as conditions, 4 conditions, 1 params
18.9430 	EXP 	Created sequence: sequential, trialTypes=4, nReps=1, seed=None
18.9432 	EXP 	New trial (rep=0, index=0): OrderedDict([('condsFile', 'flow\\tts-golang-selected_PsyPySEQ_NV1.csv')])
18.9451 	DATA 	Keypress: space
18.9613 	EXP 	instrTrainText: autoDraw = False
18.9613 	EXP 	blockStart: autoDraw = True
21.1386 	EXP 	Imported flow\tts-golang-selected_PsyPySEQ_NV1.csv as conditions, 96 conditions, 26 params
21.1391 	EXP 	Created sequence: random, trialTypes=96, nReps=1, seed=None
21.1394 	EXP 	New trial (rep=0, index=0): OrderedDict([('audiofile', 'audio/NV_DE_Neural2-F_Ad-ge-Zw_0.6p.wav'), ('duration', 4.9664), ('noise', 'NV'), ('voice', 'Neural2-F'), ('words', 'Ad-ge-Zw'), ('callSign', 'Ad'), ('colour', 'ge'), ('number', 'Zw'), ('levels', '0.6p'), ('trigger_start', 100), ('trigger_end', 101), ('trigger_call', 111), ('trigger_col', 121), ('trigger_num', 132), ('file', 'DE_Neural2-F_Ad-ge-Zw.TextGrid'), ('firstSound_tmin', 0.16712), ('lastSound_tmax', 4.242034973666667), ('token_1_tmin', 0.7120589463333333), ('token_1_tmax', 1.25712), ('token_2_tmin', 2.288027083), ('token_2_tmax', 2.60712), ('token_3_tmin', 3.832514673333333), ('token_3_tmax', 4.242034973666667), ('rater', 'mean'), ('newidx', 5), ('block', 'NV1')])
21.7114 	EXP 	window1: mouseVisible = False
21.7249 	EXP 	Sound sound_1 started
21.7138 	DATA 	Keypress: space
21.7271 	EXP 	blockStart: autoDraw = False
21.7271 	EXP 	fixation: autoDraw = True
26.2945 	EXP 	Sound sound_1 reached end of file
26.4122 	EXP 	window1: mouseVisible = False
26.4255 	EXP 	fixation: autoDraw = False
26.4255 	EXP 	screenAfterAudio: autoDraw = True
26.4255 	EXP 	screenAfterAudio: autoDraw = False
26.4255 	EXP 	fixation: autoDraw = False
26.4255 	EXP 	screenAfterAudio: autoDraw = False
26.4255 	EXP 	call1: texRes = 128
26.4255 	EXP 	call2: texRes = 128
26.4255 	EXP 	call3: texRes = 128
26.4255 	EXP 	call4: texRes = 128
26.4255 	EXP 	colour1: texRes = 128
26.4255 	EXP 	colour2: texRes = 128
26.4255 	EXP 	colour3: texRes = 128
26.4255 	EXP 	colour4: texRes = 128
26.4255 	EXP 	number1: texRes = 128
26.4255 	EXP 	number2: texRes = 128
26.4255 	EXP 	number3: texRes = 128
26.4255 	EXP 	number4: texRes = 128
26.4255 	EXP 	blankScreen: autoDraw = True
26.4256 	EXP 	window1: mouseVisible = False
26.4426 	EXP 	window1: mouseVisible = False
26.4591 	EXP 	window1: mouseVisible = False
26.4754 	EXP 	window1: mouseVisible = False
26.4921 	EXP 	window1: mouseVisible = False
26.5090 	EXP 	window1: mouseVisible = False
26.5258 	EXP 	window1: mouseVisible = False
26.5422 	EXP 	window1: mouseVisible = False
26.5588 	EXP 	window1: mouseVisible = False
26.5752 	EXP 	window1: mouseVisible = False
26.5924 	EXP 	window1: mouseVisible = False
26.6089 	EXP 	window1: mouseVisible = False
26.6256 	EXP 	window1: mouseVisible = False
26.6424 	EXP 	window1: mouseVisible = False
26.6591 	EXP 	window1: mouseVisible = False
26.6757 	EXP 	window1: mouseVisible = False
26.6924 	EXP 	window1: mouseVisible = False
26.7089 	EXP 	window1: mouseVisible = False
26.7256 	EXP 	window1: mouseVisible = False
26.7422 	EXP 	window1: mouseVisible = False
26.7590 	EXP 	window1: mouseVisible = False
26.7752 	EXP 	window1: mouseVisible = False
26.7919 	EXP 	window1: mouseVisible = False
26.8087 	EXP 	window1: mouseVisible = False
26.8257 	EXP 	window1: mouseVisible = False
26.8422 	EXP 	window1: mouseVisible = False
26.8592 	EXP 	window1: mouseVisible = False
26.8755 	EXP 	window1: mouseVisible = False
26.8922 	EXP 	window1: mouseVisible = False
26.9090 	EXP 	window1: mouseVisible = False
26.9254 	EXP 	window1: mouseVisible = False
26.9420 	EXP 	window1: mouseVisible = False
26.9587 	EXP 	window1: mouseVisible = False
26.9754 	EXP 	window1: mouseVisible = False
26.9923 	EXP 	window1: mouseVisible = False
27.0088 	EXP 	window1: mouseVisible = False
27.0255 	EXP 	window1: mouseVisible = False
27.0424 	EXP 	window1: mouseVisible = False
27.0591 	EXP 	window1: mouseVisible = False
27.0756 	EXP 	window1: mouseVisible = False
27.0919 	EXP 	window1: mouseVisible = False
27.1090 	EXP 	window1: mouseVisible = False
27.1252 	EXP 	window1: mouseVisible = False
27.1421 	EXP 	window1: mouseVisible = False
27.1584 	EXP 	window1: mouseVisible = False
27.1751 	EXP 	window1: mouseVisible = False
27.1922 	EXP 	window1: mouseVisible = False
27.2086 	EXP 	window1: mouseVisible = False
27.2255 	EXP 	window1: mouseVisible = False
27.2422 	EXP 	window1: mouseVisible = False
27.2588 	EXP 	window1: mouseVisible = False
27.2754 	EXP 	window1: mouseVisible = False
27.2921 	EXP 	window1: mouseVisible = False
27.3088 	EXP 	window1: mouseVisible = False
27.3254 	EXP 	window1: mouseVisible = False
27.3423 	EXP 	window1: mouseVisible = False
27.3586 	EXP 	window1: mouseVisible = False
27.3760 	EXP 	window1: mouseVisible = False
27.3917 	EXP 	window1: mouseVisible = False
27.4086 	EXP 	window1: mouseVisible = False
27.4246 	EXP 	blankScreen: autoDraw = False
27.4246 	EXP 	call1: autoDraw = True
27.4246 	EXP 	call2: autoDraw = True
27.4246 	EXP 	call3: autoDraw = True
27.4246 	EXP 	call4: autoDraw = True
27.4246 	EXP 	colour1: autoDraw = True
27.4246 	EXP 	colour2: autoDraw = True
27.4246 	EXP 	colour3: autoDraw = True
27.4246 	EXP 	colour4: autoDraw = True
27.4246 	EXP 	number1: autoDraw = True
27.4246 	EXP 	number2: autoDraw = True
27.4246 	EXP 	number3: autoDraw = True
27.4246 	EXP 	number4: autoDraw = True
27.4248 	EXP 	window1: mouseVisible = False
27.4249 	EXP 	window1: mouseVisible = True
27.4419 	EXP 	window1: mouseVisible = False
27.4420 	EXP 	window1: mouseVisible = True
27.4586 	EXP 	window1: mouseVisible = False
27.4592 	EXP 	window1: mouseVisible = True
27.4751 	EXP 	window1: mouseVisible = False
27.4753 	EXP 	window1: mouseVisible = True
27.4920 	EXP 	window1: mouseVisible = False
27.4924 	EXP 	window1: mouseVisible = True
27.5089 	EXP 	window1: mouseVisible = False
27.5096 	EXP 	window1: mouseVisible = True
27.5254 	EXP 	window1: mouseVisible = False
27.5259 	EXP 	window1: mouseVisible = True
27.5415 	EXP 	window1: mouseVisible = False
27.5419 	EXP 	window1: mouseVisible = True
27.5586 	EXP 	window1: mouseVisible = False
27.5592 	EXP 	window1: mouseVisible = True
27.5753 	EXP 	window1: mouseVisible = False
27.5759 	EXP 	window1: mouseVisible = True
27.5918 	EXP 	window1: mouseVisible = False
27.5925 	EXP 	window1: mouseVisible = True
27.6087 	EXP 	window1: mouseVisible = False
27.6088 	EXP 	window1: mouseVisible = True
27.6255 	EXP 	window1: mouseVisible = False
27.6261 	EXP 	window1: mouseVisible = True
27.6420 	EXP 	window1: mouseVisible = False
27.6422 	EXP 	window1: mouseVisible = True
27.6593 	EXP 	window1: mouseVisible = False
27.6595 	EXP 	window1: mouseVisible = True
27.6754 	EXP 	window1: mouseVisible = False
27.6755 	EXP 	window1: mouseVisible = True
27.6921 	EXP 	window1: mouseVisible = False
27.6923 	EXP 	window1: mouseVisible = True
27.7090 	EXP 	window1: mouseVisible = False
27.7096 	EXP 	window1: mouseVisible = True
27.7249 	EXP 	window1: mouseVisible = False
27.7252 	EXP 	window1: mouseVisible = True
27.7422 	EXP 	window1: mouseVisible = False
27.7424 	EXP 	window1: mouseVisible = True
27.7585 	EXP 	window1: mouseVisible = False
27.7589 	EXP 	window1: mouseVisible = True
27.7751 	EXP 	window1: mouseVisible = False
27.7756 	EXP 	window1: mouseVisible = True
27.7917 	EXP 	window1: mouseVisible = False
27.7923 	EXP 	window1: mouseVisible = True
27.8087 	EXP 	window1: mouseVisible = False
27.8093 	EXP 	window1: mouseVisible = True
27.8251 	EXP 	window1: mouseVisible = False
27.8254 	EXP 	window1: mouseVisible = True
27.8420 	EXP 	window1: mouseVisible = False
27.8422 	EXP 	window1: mouseVisible = True
27.8587 	EXP 	window1: mouseVisible = False
27.8588 	EXP 	window1: mouseVisible = True
27.8754 	EXP 	window1: mouseVisible = False
27.8761 	EXP 	window1: mouseVisible = True
27.8921 	EXP 	window1: mouseVisible = False
27.8925 	EXP 	window1: mouseVisible = True
27.9085 	EXP 	window1: mouseVisible = False
27.9092 	EXP 	window1: mouseVisible = True
27.9251 	EXP 	window1: mouseVisible = False
27.9256 	EXP 	window1: mouseVisible = True
27.9417 	EXP 	window1: mouseVisible = False
27.9419 	EXP 	window1: mouseVisible = True
27.9582 	EXP 	window1: mouseVisible = False
27.9589 	EXP 	window1: mouseVisible = True
27.9753 	EXP 	window1: mouseVisible = False
27.9755 	EXP 	window1: mouseVisible = True
27.9918 	EXP 	window1: mouseVisible = False
27.9920 	EXP 	window1: mouseVisible = True
28.0086 	EXP 	window1: mouseVisible = False
28.0089 	EXP 	window1: mouseVisible = True
28.0257 	EXP 	window1: mouseVisible = False
28.0258 	EXP 	window1: mouseVisible = True
28.0419 	EXP 	window1: mouseVisible = False
28.0420 	EXP 	window1: mouseVisible = True
28.0581 	EXP 	window1: mouseVisible = False
28.0583 	EXP 	window1: mouseVisible = True
28.0749 	EXP 	window1: mouseVisible = False
28.0750 	EXP 	window1: mouseVisible = True
28.0915 	EXP 	window1: mouseVisible = False
28.0916 	EXP 	window1: mouseVisible = True
28.1087 	EXP 	window1: mouseVisible = False
28.1088 	EXP 	window1: mouseVisible = True
28.1252 	EXP 	window1: mouseVisible = False
28.1254 	EXP 	window1: mouseVisible = True
28.1418 	EXP 	window1: mouseVisible = False
28.1420 	EXP 	window1: mouseVisible = True
28.1583 	EXP 	window1: mouseVisible = False
28.1584 	EXP 	window1: mouseVisible = True
28.1752 	EXP 	window1: mouseVisible = False
28.1753 	EXP 	window1: mouseVisible = True
28.1923 	EXP 	window1: mouseVisible = False
28.1925 	EXP 	window1: mouseVisible = True
28.2087 	EXP 	window1: mouseVisible = False
28.2092 	EXP 	window1: mouseVisible = True
28.2253 	EXP 	window1: mouseVisible = False
28.2259 	EXP 	window1: mouseVisible = True
28.2420 	EXP 	window1: mouseVisible = False
28.2426 	EXP 	window1: mouseVisible = True
28.2584 	EXP 	window1: mouseVisible = False
28.2589 	EXP 	window1: mouseVisible = True
28.2752 	EXP 	window1: mouseVisible = False
28.2753 	EXP 	window1: mouseVisible = True
28.2918 	EXP 	window1: mouseVisible = False
28.2922 	EXP 	window1: mouseVisible = True
28.3091 	EXP 	window1: mouseVisible = False
28.3092 	EXP 	window1: mouseVisible = True
28.3253 	EXP 	window1: mouseVisible = False
28.3255 	EXP 	window1: mouseVisible = True
28.3415 	EXP 	window1: mouseVisible = False
28.3417 	EXP 	window1: mouseVisible = True
28.3582 	EXP 	window1: mouseVisible = False
28.3583 	EXP 	window1: mouseVisible = True
28.3747 	EXP 	window1: mouseVisible = False
28.3749 	EXP 	window1: mouseVisible = True
28.3916 	EXP 	window1: mouseVisible = False
28.3917 	EXP 	window1: mouseVisible = True
28.4080 	EXP 	window1: mouseVisible = False
28.4082 	EXP 	window1: mouseVisible = True
28.4249 	EXP 	window1: mouseVisible = False
28.4251 	EXP 	window1: mouseVisible = True
28.4419 	EXP 	window1: mouseVisible = False
28.4420 	EXP 	window1: mouseVisible = True
28.4585 	EXP 	window1: mouseVisible = False
28.4587 	EXP 	window1: mouseVisible = True
28.4752 	EXP 	window1: mouseVisible = False
28.4758 	EXP 	window1: mouseVisible = True
28.4918 	EXP 	window1: mouseVisible = False
28.4923 	EXP 	window1: mouseVisible = True
28.5085 	EXP 	window1: mouseVisible = False
28.5092 	EXP 	window1: mouseVisible = True
28.5252 	EXP 	window1: mouseVisible = False
28.5254 	EXP 	window1: mouseVisible = True
28.5420 	EXP 	window1: mouseVisible = False
28.5421 	EXP 	window1: mouseVisible = True
28.5589 	EXP 	window1: mouseVisible = False
28.5596 	EXP 	window1: mouseVisible = True
28.5749 	EXP 	window1: mouseVisible = False
28.5750 	EXP 	window1: mouseVisible = True
28.5916 	EXP 	window1: mouseVisible = False
28.5918 	EXP 	window1: mouseVisible = True
28.6085 	EXP 	window1: mouseVisible = False
28.6087 	EXP 	window1: mouseVisible = True
28.6246 	EXP 	window1: mouseVisible = False
28.6248 	EXP 	window1: mouseVisible = True
28.6418 	EXP 	window1: mouseVisible = False
28.6420 	EXP 	window1: mouseVisible = True
28.6581 	EXP 	window1: mouseVisible = False
28.6582 	EXP 	window1: mouseVisible = True
28.6746 	EXP 	window1: mouseVisible = False
28.6747 	EXP 	window1: mouseVisible = True
28.6916 	EXP 	window1: mouseVisible = False
28.6917 	EXP 	window1: mouseVisible = True
28.7083 	EXP 	window1: mouseVisible = False
28.7086 	EXP 	window1: mouseVisible = True
28.7249 	EXP 	window1: mouseVisible = False
28.7251 	EXP 	window1: mouseVisible = True
28.7420 	EXP 	window1: mouseVisible = False
28.7422 	EXP 	window1: mouseVisible = True
28.7582 	EXP 	window1: mouseVisible = False
28.7583 	EXP 	window1: mouseVisible = True
28.7751 	EXP 	window1: mouseVisible = False
28.7757 	EXP 	window1: mouseVisible = True
28.7919 	EXP 	window1: mouseVisible = False
28.7920 	EXP 	window1: mouseVisible = True
28.8086 	EXP 	window1: mouseVisible = False
28.8092 	EXP 	window1: mouseVisible = True
28.8252 	EXP 	window1: mouseVisible = False
28.8254 	EXP 	window1: mouseVisible = True
28.8421 	EXP 	window1: mouseVisible = False
28.8422 	EXP 	window1: mouseVisible = True
28.8581 	EXP 	window1: mouseVisible = False
28.8583 	EXP 	window1: mouseVisible = True
28.8749 	EXP 	window1: mouseVisible = False
28.8751 	EXP 	window1: mouseVisible = True
28.8913 	EXP 	window1: mouseVisible = False
28.8915 	EXP 	window1: mouseVisible = True
28.9080 	EXP 	window1: mouseVisible = False
28.9081 	EXP 	window1: mouseVisible = True
28.9250 	EXP 	window1: mouseVisible = False
28.9251 	EXP 	window1: mouseVisible = True
28.9414 	EXP 	window1: mouseVisible = False
28.9416 	EXP 	window1: mouseVisible = True
28.9579 	EXP 	window1: mouseVisible = False
28.9581 	EXP 	window1: mouseVisible = True
28.9749 	EXP 	window1: mouseVisible = False
28.9751 	EXP 	window1: mouseVisible = True
28.9918 	EXP 	window1: mouseVisible = False
28.9924 	EXP 	window1: mouseVisible = True
29.0085 	EXP 	window1: mouseVisible = False
29.0087 	EXP 	window1: mouseVisible = True
29.0248 	EXP 	window1: mouseVisible = False
29.0254 	EXP 	window1: mouseVisible = True
29.0414 	EXP 	window1: mouseVisible = False
29.0419 	EXP 	window1: mouseVisible = True
29.0584 	EXP 	window1: mouseVisible = False
29.0586 	EXP 	window1: mouseVisible = True
29.0748 	EXP 	window1: mouseVisible = False
29.0754 	EXP 	window1: mouseVisible = True
29.0920 	EXP 	window1: mouseVisible = False
29.0922 	EXP 	window1: mouseVisible = True
29.1085 	EXP 	window1: mouseVisible = False
29.1087 	EXP 	window1: mouseVisible = True
29.1254 	EXP 	window1: mouseVisible = False
29.1256 	EXP 	window1: mouseVisible = True
29.1416 	EXP 	window1: mouseVisible = False
29.1417 	EXP 	window1: mouseVisible = True
29.1580 	EXP 	window1: mouseVisible = False
29.1582 	EXP 	window1: mouseVisible = True
29.1748 	EXP 	window1: mouseVisible = False
29.1750 	EXP 	window1: mouseVisible = True
29.1916 	EXP 	window1: mouseVisible = False
29.1917 	EXP 	window1: mouseVisible = True
29.2082 	EXP 	window1: mouseVisible = False
29.2086 	EXP 	window1: mouseVisible = True
29.2247 	EXP 	window1: mouseVisible = False
29.2251 	EXP 	window1: mouseVisible = True
29.2415 	EXP 	window1: mouseVisible = False
29.2420 	EXP 	window1: mouseVisible = True
29.2581 	EXP 	window1: mouseVisible = False
29.2583 	EXP 	window1: mouseVisible = True
29.2802 	EXP 	window1: mouseVisible = False
29.2804 	EXP 	window1: mouseVisible = True
29.2920 	EXP 	window1: mouseVisible = False
29.2924 	EXP 	window1: mouseVisible = True
29.3087 	EXP 	window1: mouseVisible = False
29.3096 	EXP 	window1: mouseVisible = True
29.3249 	EXP 	window1: mouseVisible = False
29.3255 	EXP 	window1: mouseVisible = True
29.3414 	EXP 	window1: mouseVisible = False
29.3416 	EXP 	window1: mouseVisible = True
29.3588 	EXP 	window1: mouseVisible = False
29.3590 	EXP 	window1: mouseVisible = True
29.3750 	EXP 	window1: mouseVisible = False
29.3752 	EXP 	window1: mouseVisible = True
29.3916 	EXP 	window1: mouseVisible = False
