instr_start.started,key_resp_inst_2.started,instrRest_pre.started,key_resp_instRest_pre.started,beep_rest_pre_start.started,fixation_1.started,beep_rest_pre_end.started,pp_rest_pre_start.started,pp_rest_pre_start.stopped,fixation_1.stopped,participant,order,date,expName,psychopyVersion,frameRate,
11.26287889998639,11.26287889998639,12.546612499980256,12.546612499980256,13.097097659995779,13.099913599959109,13.097097659995779,13.099913599959109,13.116867400007322,133.11578539997572,,,,,,,
