trials_eg.thisRepN,trials_eg.thisTrialN,trials_eg.thisN,trials_eg.thisIndex,audiofile,instr_start.started,key_resp_inst_2.started,instrRest_pre.started,key_resp_instRest_pre.started,beep_rest_pre_start.started,fixation_1.started,pp_rest_pre_start.started,pp_rest_pre_start.stopped,fixation_1.stopped,beep_rest_pre_end.started,beep_rest_pre_end.stopped,instr_start_2.started,key_resp_inst_3.started,sound_examples.started,fixation_2.started,fixation_2.stopped,participant,order,date,expName,psychopyVersion,frameRate,
,,,,,14.062678800022695,14.062678800022695,17.95992680004565,17.95992680004565,18.116170080029406,18.13217330002226,18.13217330002226,18.149443300033454,22.137671900040004,22.13761276000878,23.139324900053907,23.139324900053907,23.139324900053907,30.89530920004472,30.892598500009626,36.40028290002374,,,,,,,
