instr_start.started,key_resp_inst_2.started,instrRest_pre.started,key_resp_instRest_pre.started,beep_rest_pre_start.started,fixation_1.started,pp_rest_pre_start.started,pp_rest_pre_start.stopped,fixation_1.stopped,beep_rest_pre_end.started,key_resp_inst_3.started,participant,order,date,expName,psychopyVersion,frameRate,
13.180058499972802,13.180058499972802,15.028256699966732,15.028256699966732,16.323793239961375,16.33960029995069,16.33960029995069,16.35758509999141,20.349445899948478,20.351428219967055,21.420115699991584,,,,,,,
