audiofile,callSign,colour,number,trials_eg.thisRepN,trials_eg.thisTrialN,trials_eg.thisN,trials_eg.thisIndex,instr_start.started,key_resp_inst_2.started,instrRest_pre.started,key_resp_instRest_pre.started,beep_rest_pre_start.started,fixation_1.started,pp_rest_pre_start.started,pp_rest_pre_start.stopped,fixation_1.stopped,screenAfterAudio_3.started,screenAfterAudio_3.stopped,beep_rest_pre_end.started,beep_rest_pre_end.stopped,instr_start_2.started,key_resp_inst_3.started,sound_examples.started,fixation_2.started,fixation_2.stopped,screenAfterAudio_2.started,screenAfterAudio_2.stopped,blankScreen_2.started,blankScreen_2.stopped,call1_2.started,call2_2.started,call3_2.started,call4_2.started,colour1_2.started,colour2_2.started,colour3_2.started,colour4_2.started,number1_2.started,number2_2.started,number3_2.started,number4_2.started,mouseClickOnCall_2.started,mouseClickOnColour_2.started,mouseClickOnNumber_2.started,mouseClickOnCall_2.x,mouseClickOnCall_2.y,mouseClickOnCall_2.leftButton,mouseClickOnCall_2.midButton,mouseClickOnCall_2.rightButton,mouseClickOnCall_2.time,mouseClickOnCall_2.clicked_name,mouseClickOnColour_2.x,mouseClickOnColour_2.y,mouseClickOnColour_2.leftButton,mouseClickOnColour_2.midButton,mouseClickOnColour_2.rightButton,mouseClickOnColour_2.time,mouseClickOnColour_2.clicked_name,mouseClickOnNumber_2.x,mouseClickOnNumber_2.y,mouseClickOnNumber_2.leftButton,mouseClickOnNumber_2.midButton,mouseClickOnNumber_2.rightButton,mouseClickOnNumber_2.time,mouseClickOnNumber_2.clicked_name,callSignCorrect,colourCorrect,numberCorrect,key_resp_inst.started,participant,order,date,expName,psychopyVersion,frameRate,
audio/NV_DE_Neural2-D_Dr-we-Ei_0.9p.wav,Dr,we,Ei,0,0,0,0,19.870603600051254,19.870603600051254,21.320921599981375,21.320921599981375,21.487679020012727,21.48732519999612,21.48732519999612,21.50439939997159,25.491099999984726,25.491099999984726,25.491099999984726,25.49088056006003,26.49176839995198,26.49176839995198,26.49176839995198,27.042067879950626,27.058848000015132,32.654181899968535,32.654181899968535,32.654181899968535,32.654181899968535,33.668083299999125,33.668083299999125,33.668083299999125,33.668083299999125,33.668083299999125,33.668083299999125,33.668083299999125,33.668083299999125,33.668083299999125,33.668083299999125,33.668083299999125,33.668083299999125,33.668083299999125,1.1390791999874637,2.38847640005406,2.8184339000144973,[-0.3284722222222222],[0.11180555555555556],[1],[0],[0],[2.2604924000333995],['call2_2'],[-0.011111111111111112],[0.04375],[1],[0],[0],[2.6898205999750644],['colour2_2'],[0.42916666666666664],[-0.12291666666666666],[1],[0],[0],[3.2233383000129834],['number3_2'],True,False,False,,s00,1,2023-05-16_16h20.59.019,SentenceInNoise,2022.2.1,59.97386338681154,
audio/NV_DE_Neural2-D_Dr-we-Ei_0.3p.wav,Dr,we,Ei,0,1,1,1,,,,,,,,,,,,,,,,35.916144780023025,35.9160595999565,41.42321939999238,41.42321939999238,41.42321939999238,41.42321939999238,42.438201599987224,42.438201599987224,42.438201599987224,42.438201599987224,42.438201599987224,42.438201599987224,42.438201599987224,42.438201599987224,42.438201599987224,42.438201599987224,42.438201599987224,42.438201599987224,42.438201599987224,1.0389377999817953,2.0176916000200436,2.4512875999789685,[-0.33958333333333335],[-0.3347222222222222],[1],[0],[0],[1.9745092000812292],['call4_2'],[-0.07569444444444444],[-0.1388888888888889],[1],[0],[0],[2.4083100999705493],['colour3_2'],[0.38333333333333336],[-0.28541666666666665],[1],[0],[0],[3.042043099994771],['number4_2'],False,False,False,,s00,1,2023-05-16_16h20.59.019,SentenceInNoise,2022.2.1,59.97386338681154,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.52319680002984,,,,,,,
