instr_start.started,key_resp_inst_2.started,instrRest_pre.started,key_resp_instRest_pre.started,beep_rest_pre_start.started,fixation_1.started,fixation_1.stopped,beep_rest_pre_end.started,beep_rest_pre_end.stopped,participant,order,date,expName,psychopyVersion,frameRate,
10.818664000020362,10.818664000020362,14.421931700024288,14.421931700024288,14.921657519997098,14.921266800025478,18.925272300024517,18.924907960026758,19.925831999978982,,,,,,,
