trials_eg.thisRepN,trials_eg.thisTrialN,trials_eg.thisN,trials_eg.thisIndex,audiofile,instr_start.started,key_resp_inst_2.started,instrRest_pre.started,key_resp_instRest_pre.started,beep_rest_pre_start.started,fixation_1.started,pp_rest_pre_start.started,pp_rest_pre_start.stopped,fixation_1.stopped,beep_rest_pre_end.started,beep_rest_pre_end.stopped,instr_start_2.started,key_resp_inst_3.started,sound_examples.started,fixation_2.started,participant,order,date,expName,psychopyVersion,frameRate,
,,,,,32.963909700047225,32.963909700047225,34.579676099994686,34.579676099994686,35.34783146001864,35.34697509999387,35.34697509999387,35.36427610000828,39.3762657000334,39.3678619100363,40.45214990002569,40.45214990002569,40.45214990002569,58.502987079997546,58.50012149999384,,,,,,,
