textbox.started,key_resp_inst_2.started,instrRest_pre.started,key_resp_instRest_pre.started,participant,order,date,expName,psychopyVersion,frameRate,
12.771355399978347,12.771355399978347,13.271550700010266,13.271550700010266,,,,,,,
