instr_start.started,key_resp_inst_2.started,instrRest_pre.started,key_resp_instRest_pre.started,beep_rest_pre_start.started,fixation_1.started,fixation_1.stopped,beep_rest_pre_end.started,participant,order,date,expName,psychopyVersion,frameRate,
9.958834599994589,9.958834599994589,10.32211940002162,10.32211940002162,10.605714820011054,10.605787300039083,14.6094697000226,14.609443730028579,,,,,,,
