trials_eg.thisRepN,trials_eg.thisTrialN,trials_eg.thisN,trials_eg.thisIndex,audiofile,instr_start.started,key_resp_inst_2.started,instrRest_pre.started,key_resp_instRest_pre.started,beep_rest_pre_start.started,fixation_1.started,pp_rest_pre_start.started,pp_rest_pre_start.stopped,fixation_1.stopped,beep_rest_pre_end.started,instr_start_2.started,key_resp_inst_3.started,participant,order,date,expName,psychopyVersion,frameRate,
,,,,,13.893319299968425,13.893319299968425,19.875080599973444,19.875080599973444,22.05945501996903,22.066187399963383,22.066187399963383,22.154129199974705,26.087109499960206,26.084431969962317,27.14113850001013,27.14113850001013,,,,,,,
