audiofile,callSign,colour,number,n,blankScreenAfterResponse_2.started_raw,blankScreenAfterResponse_2.stopped_raw,blankScreen_2.started_mean,blankScreen_2.started_raw,blankScreen_2.started_std,blankScreen_2.stopped_mean,blankScreen_2.stopped_raw,blankScreen_2.stopped_std,call1_2.started_mean,call1_2.started_raw,call1_2.started_std,call1_2.stopped_raw,call2_2.started_mean,call2_2.started_raw,call2_2.started_std,call2_2.stopped_raw,call3_2.started_mean,call3_2.started_raw,call3_2.started_std,call3_2.stopped_raw,call4_2.started_mean,call4_2.started_raw,call4_2.started_std,call4_2.stopped_raw,callSignCorrect_mean,callSignCorrect_raw,colour1_2.started_mean,colour1_2.started_raw,colour1_2.started_std,colour1_2.stopped_raw,colour2_2.started_mean,colour2_2.started_raw,colour2_2.started_std,colour2_2.stopped_raw,colour3_2.started_mean,colour3_2.started_raw,colour3_2.started_std,colour3_2.stopped_raw,colour4_2.started_mean,colour4_2.started_raw,colour4_2.started_std,colour4_2.stopped_raw,colourCorrect_mean,colourCorrect_raw,fixation_2.started_mean,fixation_2.started_raw,fixation_2.started_std,fixation_2.stopped_raw,mouseClickOnCall_2.clicked_name_raw,mouseClickOnCall_2.leftButton_raw,mouseClickOnCall_2.midButton_raw,mouseClickOnCall_2.rightButton_raw,mouseClickOnCall_2.started_mean,mouseClickOnCall_2.started_raw,mouseClickOnCall_2.stopped_raw,mouseClickOnCall_2.time_raw,mouseClickOnCall_2.x_raw,mouseClickOnCall_2.y_raw,mouseClickOnColour_2.clicked_name_raw,mouseClickOnColour_2.leftButton_raw,mouseClickOnColour_2.midButton_raw,mouseClickOnColour_2.rightButton_raw,mouseClickOnColour_2.started_mean,mouseClickOnColour_2.started_raw,mouseClickOnColour_2.stopped_raw,mouseClickOnColour_2.time_raw,mouseClickOnColour_2.x_raw,mouseClickOnColour_2.y_raw,mouseClickOnNumber_2.clicked_name_raw,mouseClickOnNumber_2.leftButton_raw,mouseClickOnNumber_2.midButton_raw,mouseClickOnNumber_2.rightButton_raw,mouseClickOnNumber_2.started_mean,mouseClickOnNumber_2.started_raw,mouseClickOnNumber_2.stopped_raw,mouseClickOnNumber_2.time_raw,mouseClickOnNumber_2.x_raw,mouseClickOnNumber_2.y_raw,number1_2.started_mean,number1_2.started_raw,number1_2.started_std,number1_2.stopped_raw,number2_2.started_mean,number2_2.started_raw,number2_2.started_std,number2_2.stopped_raw,number3_2.started_mean,number3_2.started_raw,number3_2.started_std,number3_2.stopped_raw,number4_2.started_mean,number4_2.started_raw,number4_2.started_std,number4_2.stopped_raw,numberCorrect_raw,screenAfterAudio_2.started_mean,screenAfterAudio_2.started_raw,screenAfterAudio_2.stopped_raw,sound_examples.started_mean,sound_examples.started_raw,sound_examples.stopped_raw,order
audio/NV_DE_Neural2-D_Dr-we-Ei_0.9p.wav,Dr,we,Ei,1.0,,,33.583351135253906,33.583351135253906,0.0,34.58298110961914,34.58298110961914,0.0,34.58298110961914,34.58298110961914,0.0,,34.58298110961914,34.58298110961914,0.0,,34.58298110961914,34.58298110961914,0.0,,34.58298110961914,34.58298110961914,0.0,,1.0,True,34.58298110961914,34.58298110961914,0.0,,34.58298110961914,34.58298110961914,0.0,,34.58298110961914,34.58298110961914,0.0,,34.58298110961914,34.58298110961914,0.0,,1.0,True,28.00191879272461,28.00191879272461,0.0,,call2_2,1,0,0,1.0133465600010823,1.0133465600010823,,3.415089199999784,-0.41503906,0.08886719,colour4_2,1,0,0,3.429131460001372,3.429131460001372,,4.666857700000037,-0.033203125,-0.29882812,number1_2,1,0,0,4.681086760001563,4.681086760001563,,5.6640972000004695,0.41503906,0.31640625,34.58298110961914,34.58298110961914,0.0,,34.58298110961914,34.58298110961914,0.0,,34.58298110961914,34.58298110961914,0.0,,34.58298110961914,34.58298110961914,0.0,,True,33.46682847000075,33.46682847000075,,28.001826180000354,28.001826180000354,,0.0
audio/NV_DE_Neural2-D_Dr-we-Ei_0.3p.wav,Dr,we,Ei,1.0,,,45.349143981933594,45.349143981933594,0.0,46.34808349609375,46.34808349609375,0.0,46.34808349609375,46.34808349609375,0.0,,46.34808349609375,46.34808349609375,0.0,,46.34808349609375,46.34808349609375,0.0,,46.34808349609375,46.34808349609375,0.0,,1.0,True,46.34808349609375,46.34808349609375,0.0,,46.34808349609375,46.34808349609375,0.0,,46.34808349609375,46.34808349609375,0.0,,46.34808349609375,46.34808349609375,0.0,,1.0,True,39.848045349121094,39.848045349121094,0.0,,call2_2,1,0,0,0.9943469099998765,0.9943469099998765,,3.27037509999991,-0.39257812,0.10644531,colour4_2,1,0,0,3.2734210099997654,3.2734210099997654,,5.069641400000364,-0.001953125,-0.3466797,5.072708209999291,5.072708209999291,,46.34808349609375,46.34808349609375,0.0,,46.34808349609375,46.34808349609375,0.0,,46.34808349609375,46.34808349609375,0.0,,46.34808349609375,46.34808349609375,0.0,,'NO_ANSW',45.31280367000063,45.31280367000063,,39.84748679000214,39.84748679000214,,1.0
audio/SiSSN_DE_Neural2-D_Kr-we-Dr_-2.5db.wav,Kr,we,Dr,1.0,,,60.794063568115234,60.794063568115234,0.0,61.79488754272461,61.79488754272461,0.0,61.79488754272461,61.79488754272461,0.0,,61.79488754272461,61.79488754272461,0.0,,61.79488754272461,61.79488754272461,0.0,,61.79488754272461,61.79488754272461,0.0,,1.0,True,61.79488754272461,61.79488754272461,0.0,,61.79488754272461,61.79488754272461,0.0,,61.79488754272461,61.79488754272461,0.0,,61.79488754272461,61.79488754272461,0.0,,1.0,True,55.392860412597656,55.392860412597656,0.0,,call3_2,1,0,0,0.9935668500002066,0.9935668500002066,,2.022044499999538,-0.4609375,-0.13867188,colour4_2,1,0,0,1.989885449999747,1.989885449999747,,3.053729299999759,0.040039062,-0.34179688,number3_2,1,0,0,3.0560985499996605,3.0560985499996605,,4.836212799999885,0.37695312,-0.15332031,61.79488754272461,61.79488754272461,0.0,,61.79488754272461,61.79488754272461,0.0,,61.79488754272461,61.79488754272461,0.0,,61.79488754272461,61.79488754272461,0.0,,True,60.72446357000054,60.72446357000054,,55.3927209100003,55.3927209100003,,2.0
audio/SiSSN_DE_Neural2-D_Kr-we-Dr_-13db.wav,Kr,we,Dr,1.0,,,71.6227798461914,71.6227798461914,0.0,72.62279510498047,72.62279510498047,0.0,72.62279510498047,72.62279510498047,0.0,,72.62279510498047,72.62279510498047,0.0,,72.62279510498047,72.62279510498047,0.0,,72.62279510498047,72.62279510498047,0.0,,0.0,False,72.62279510498047,72.62279510498047,0.0,,72.62279510498047,72.62279510498047,0.0,,72.62279510498047,72.62279510498047,0.0,,72.62279510498047,72.62279510498047,0.0,,0.0,False,66.25595092773438,66.25595092773438,0.0,,call1_2,1,0,0,0.9959503099998983,0.9959503099998983,,5.004191400000309,-0.39257812,0.2607422,colour3_2,1,0,0,5.008282109999527,5.008282109999527,,6.023536200000308,-0.01953125,-0.083984375,number3_2,1,0,0,6.027433909999672,6.027433909999672,,6.804304999999658,0.48046875,-0.13574219,72.62279510498047,72.62279510498047,0.0,,72.62279510498047,72.62279510498047,0.0,,72.62279510498047,72.62279510498047,0.0,,72.62279510498047,72.62279510498047,0.0,,True,71.5875444700002,71.5875444700002,,66.25568086000168,66.25568086000168,,3.0

extraInfo
participant,p002-2
order,1
date,2023-05-31_14h32.09.632
expName,SentenceInNoise
psychopyVersion,2022.1.3
frameRate,60.08499623574876
