instr_start.started,key_resp_inst_2.started,instrRest_pre.started,key_resp_instRest_pre.started,beep_rest_pre_start.started,fixation_1.started,beep_rest_pre_end.started,pp_rest_pre_start.started,pp_rest_pre_start.stopped,fixation_1.stopped,participant,order,date,expName,psychopyVersion,frameRate,
9.9412192000309,9.9412192000309,11.909522600006312,11.909522600006312,12.176108660036697,12.177793400012888,12.176108660036697,12.177793400012888,12.19562389998464,16.182239799993113,,,,,,,
