instr_start.started,key_resp_inst_2.started,instrRest_pre.started,key_resp_instRest_pre.started,participant,order,date,expName,psychopyVersion,frameRate,
20.249302199983504,20.249302199983504,41.55611639999552,41.55611639999552,,,,,,,
