trials_eg.thisRepN,trials_eg.thisTrialN,trials_eg.thisN,trials_eg.thisIndex,audiofile,callSign,colour,number,instr_start.started,key_resp_inst_2.started,instrRest_pre.started,key_resp_instRest_pre.started,beep_rest_pre_start.started,fixation_1.started,pp_rest_pre_start.started,pp_rest_pre_start.stopped,fixation_1.stopped,screenAfterAudio_3.started,screenAfterAudio_3.stopped,beep_rest_pre_end.started,beep_rest_pre_end.stopped,instr_start_2.started,key_resp_inst_3.started,sound_examples.started,fixation_2.started,fixation_2.stopped,screenAfterAudio_2.started,screenAfterAudio_2.stopped,blankScreen_2.started,blankScreen_2.stopped,call1_2.started,call2_2.started,call3_2.started,call4_2.started,colour1_2.started,colour2_2.started,colour3_2.started,colour4_2.started,number1_2.started,number2_2.started,number3_2.started,number4_2.started,mouseClickOnCall_2.started,mouseClickOnColour_2.started,mouseClickOnNumber_2.started,mouseClickOnCall_2.x,mouseClickOnCall_2.y,mouseClickOnCall_2.leftButton,mouseClickOnCall_2.midButton,mouseClickOnCall_2.rightButton,mouseClickOnCall_2.time,mouseClickOnCall_2.clicked_name,mouseClickOnColour_2.x,mouseClickOnColour_2.y,mouseClickOnColour_2.leftButton,mouseClickOnColour_2.midButton,mouseClickOnColour_2.rightButton,mouseClickOnColour_2.time,mouseClickOnColour_2.clicked_name,mouseClickOnNumber_2.x,mouseClickOnNumber_2.y,mouseClickOnNumber_2.leftButton,mouseClickOnNumber_2.midButton,mouseClickOnNumber_2.rightButton,mouseClickOnNumber_2.time,mouseClickOnNumber_2.clicked_name,participant,order,date,expName,psychopyVersion,frameRate,
,,,,,,,,9.972441900055856,9.972441900055856,13.992473799968138,13.992473799968138,15.293418580084108,15.293381600058638,15.293381600058638,15.31011680001393,19.296718599973246,19.296718599973246,19.296718599973246,19.296859240042977,20.297562599997036,20.297562599997036,20.297562599997036,22.849576020031236,22.849766800063662,28.454139800043777,28.454139800043777,28.454139800043777,28.454139800043777,29.45515819999855,29.45515819999855,29.45515819999855,29.45515819999855,29.45515819999855,29.45515819999855,29.45515819999855,29.45515819999855,29.45515819999855,29.45515819999855,29.45515819999855,29.45515819999855,29.45515819999855,1.1338988998904824,2.1345886999042705,2.568274399964139,[-0.39375],[-0.08819444444444445],[1],[0],[0],[1.9960717000067234],['call3_2'],[-0.02638888888888889],[-0.14305555555555555],[1],[0],[0],[2.429380499990657],['colour3_2'],[0.4444444444444444],[-0.29583333333333334],[1],[0],[0],[2.9465613999636844],['number4_2'],,,,,,,
