audiofile,callSign,colour,number,n,callSignCorrect_mean,callSignCorrect_raw,colourCorrect_mean,colourCorrect_raw,mouseClickOnCall_2.clicked_name_raw,mouseClickOnCall_2.leftButton_raw,mouseClickOnCall_2.midButton_raw,mouseClickOnCall_2.rightButton_raw,mouseClickOnCall_2.time_raw,mouseClickOnCall_2.x_raw,mouseClickOnCall_2.y_raw,mouseClickOnColour_2.clicked_name_raw,mouseClickOnColour_2.leftButton_raw,mouseClickOnColour_2.midButton_raw,mouseClickOnColour_2.rightButton_raw,mouseClickOnColour_2.time_raw,mouseClickOnColour_2.x_raw,mouseClickOnColour_2.y_raw,mouseClickOnNumber_2.clicked_name_raw,mouseClickOnNumber_2.leftButton_raw,mouseClickOnNumber_2.midButton_raw,mouseClickOnNumber_2.rightButton_raw,mouseClickOnNumber_2.time_raw,mouseClickOnNumber_2.x_raw,mouseClickOnNumber_2.y_raw,numberCorrect_mean,numberCorrect_raw,order
audio/NV_DE_Neural2-D_Dr-we-Ei_0.9p.wav,Dr,we,Ei,1.0,0.0,False,0.0,False,call3_2,1,0,0,2.4157285999972373,-0.4444444444444444,-0.11388888888888889,colour3_2,1,0,0,3.1457394000026397,-0.0798611111111111,-0.07569444444444444,number3_2,1,0,0,4.046703799976967,0.39166666666666666,-0.08055555555555556,0.0,False,0.0
audio/NV_DE_Neural2-D_Dr-we-Ei_0.3p.wav,Dr,we,Ei,1.0,1.0,True,0.0,False,call2_2,1,0,0,4.494513499987079,-0.4097222222222222,0.18055555555555555,colour1_2,1,0,0,5.161310700001195,0.025694444444444443,0.30486111111111114,number1_2,1,0,0,5.795006300002569,0.41388888888888886,0.2701388888888889,0.0,False,1.0
audio/SiSSN_DE_Neural2-D_Kr-we-Dr_-2.5db.wav,Kr,we,Dr,1.0,0.0,False,0.0,False,call2_2,1,1,0,0,0,0,2.6303270000207704,2.9967316000256687,-0.5055555555555555,-0.39861111111111114,0.15555555555555556,0.15069444444444444,colour2_2,1,1,0,0,0,0,3.4438831999723334,4.2951574999897275,-0.21597222222222223,-0.029861111111111113,0.16597222222222222,0.14375,number2_2,1,0,0,5.112666300003184,0.44583333333333336,0.1451388888888889,0.0,False,2.0
audio/SiSSN_DE_Neural2-D_Kr-we-Dr_-13db.wav,Kr,we,Dr,1.0,1.0,True,0.0,False,call3_2,1,0,0,2.007551999995485,-0.4388888888888889,-0.06458333333333334,colour3_2,1,0,0,2.975053600006504,0.07083333333333333,-0.09097222222222222,number3_2,1,0,0,3.4092387000273447,0.47638888888888886,-0.09583333333333334,0.0,False,3.0

extraInfo
participant,s00
order,1
date,2023-05-26_17h36.41.231
expName,SentenceInNoise
psychopyVersion,2022.2.1
frameRate,59.95577661397002
