instr_start.started,key_resp_inst_2.started,instrRest_pre.started,key_resp_instRest_pre.started,participant,order,date,expName,psychopyVersion,frameRate,
17.13179290003609,17.13179290003609,18.96720600000117,18.96720600000117,,,,,,,
