instr_start.started,key_resp_inst_2.started,instrRest_pre.started,key_resp_instRest_pre.started,beep_rest_pre_start.started,fixation_1.started,pp_rest_pre_start.started,pp_rest_pre_start.stopped,participant,order,date,expName,psychopyVersion,frameRate,
10.362598000036087,10.362598000036087,11.963373800041154,11.963373800041154,12.34774115998298,12.347577900043689,12.347577900043689,12.366666399990208,,,,,,,
