instr_start.started,key_resp_inst_2.started,instrRest_pre.started,key_resp_instRest_pre.started,beep_rest_pre_start.started,fixation_1.started,beep_rest_pre_end.started,pp_rest_pre_start.started,pp_rest_pre_start.stopped,participant,order,date,expName,psychopyVersion,frameRate,
12.231020000006538,12.231020000006538,12.831471899989992,12.831471899989992,13.165601059980691,13.167376699973829,13.165601059980691,13.167376699973829,13.184750099957455,,,,,,,
