8.2217 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001F2DF412AF0>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001F2DF7794F0>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([1280, 1024]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
12.3132 	EXP 	Created colour1 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-9.0, flipHoriz=False, flipVert=False, image='images/gelb.png', interpolate=True, mask=None, maskParams=None, name='colour1', opacity=1.0, ori=0.0, pos=array([0.    , 0.3125]), size=array([0.18, 0.18]), texRes=128, units='height', win=Window(...))
12.3565 	EXP 	Created colour2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-10.0, flipHoriz=False, flipVert=False, image='images/gruen.png', interpolate=True, mask=None, maskParams=None, name='colour2', opacity=1.0, ori=0.0, pos=array([0.        , 0.10416667]), size=array([0.18, 0.18]), texRes=128, units='height', win=Window(...))
12.3936 	EXP 	Created colour3 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-11.0, flipHoriz=False, flipVert=False, image='images/rot.png', interpolate=True, mask=None, maskParams=None, name='colour3', opacity=1.0, ori=0.0, pos=array([ 0.        , -0.10416667]), size=array([0.18, 0.18]), texRes=128, units='height', win=Window(...))
12.4330 	EXP 	Created colour4 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-12.0, flipHoriz=False, flipVert=False, image='images/weiss.png', interpolate=True, mask=None, maskParams=None, name='colour4', opacity=1.0, ori=0.0, pos=array([ 0.    , -0.3125]), size=array([0.18, 0.18]), texRes=128, units='height', win=Window(...))
12.4820 	EXP 	Created number1 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-13.0, flipHoriz=False, flipVert=False, image='images/1.png', interpolate=True, mask=None, maskParams=None, name='number1', opacity=1.0, ori=0.0, pos=array([0.4   , 0.3125]), size=array([0.18, 0.18]), texRes=128, units='height', win=Window(...))
12.5315 	EXP 	Created number2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-14.0, flipHoriz=False, flipVert=False, image='images/2.png', interpolate=True, mask=None, maskParams=None, name='number2', opacity=1.0, ori=0.0, pos=array([0.4       , 0.10416667]), size=array([0.18, 0.18]), texRes=128, units='height', win=Window(...))
12.5621 	EXP 	Created number3 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-15.0, flipHoriz=False, flipVert=False, image='images/3.png', interpolate=True, mask=None, maskParams=None, name='number3', opacity=1.0, ori=0.0, pos=array([ 0.4       , -0.10416667]), size=array([0.18, 0.18]), texRes=128, units='height', win=Window(...))
12.5919 	EXP 	Created number4 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-16.0, flipHoriz=False, flipVert=False, image='images/4.png', interpolate=True, mask=None, maskParams=None, name='number4', opacity=1.0, ori=0.0, pos=array([ 0.4   , -0.3125]), size=array([0.18, 0.18]), texRes=128, units='height', win=Window(...))
12.5919 	EXP 	window1: mouseVisible = True
12.5920 	EXP 	window1: mouseVisible = True
12.5920 	EXP 	window1: mouseVisible = True
12.6239 	EXP 	Created blankScreenAfterResponse = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-25.0, flipHoriz=False, flipVert=False, image='images/blankScreen.png', interpolate=True, mask=None, maskParams=None, name='blankScreenAfterResponse', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1920., 1080.]), texRes=128, units='height', win=Window(...))
12.6298 	EXP 	Created thanksText = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.04, italic=False, languageStyle='LTR', name='thanksText', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
12.6299 	EXP 	window1: mouseVisible = False
12.6366 	EXP 	instrTrainText: autoDraw = True
14.2863 	EXP 	Imported order1.csv as conditions, 4 conditions, 1 params
14.2865 	EXP 	Created sequence: sequential, trialTypes=4, nReps=1, seed=None
14.2867 	EXP 	New trial (rep=0, index=0): OrderedDict([('condsFile', 'flow\\tts-golang-selected_PsyPySEQ_NV1.csv')])
14.2879 	DATA 	Keypress: space
14.3028 	EXP 	instrTrainText: autoDraw = False
14.3028 	EXP 	blockStart: autoDraw = True
15.8455 	EXP 	Imported flow\tts-golang-selected_PsyPySEQ_NV1.csv as conditions, 96 conditions, 26 params
15.8460 	EXP 	Created sequence: random, trialTypes=96, nReps=1, seed=None
15.8464 	EXP 	New trial (rep=0, index=0): OrderedDict([('audiofile', 'audio/NV_DE_Neural2-F_Dr-ro-Ei_0.8p.wav'), ('duration', 5.0857), ('noise', 'NV'), ('voice', 'Neural2-F'), ('words', 'Dr-ro-Ei'), ('callSign', 'Dr'), ('colour', 'ro'), ('number', 'Ei'), ('levels', '0.8p'), ('trigger_start', 100), ('trigger_end', 101), ('trigger_call', 112), ('trigger_col', 123), ('trigger_num', 131), ('file', 'DE_Neural2-F_Dr-ro-Ei.TextGrid'), ('firstSound_tmin', 0.16712), ('lastSound_tmax', 4.316758085333333), ('token_1_tmin', 0.6826226240000001), ('token_1_tmax', 1.1958408473333333), ('token_2_tmin', 2.181903545), ('token_2_tmax', 2.549007265), ('token_3_tmin', 3.747429689666667), ('token_3_tmax', 4.316758085333333), ('rater', 'mean'), ('newidx', 6), ('block', 'NV1')])
16.5212 	EXP 	window1: mouseVisible = False
16.5336 	EXP 	Sound sound_1 started
16.5232 	DATA 	Keypress: space
16.5351 	EXP 	blockStart: autoDraw = False
16.5351 	EXP 	fixation: autoDraw = True
21.2082 	EXP 	Sound sound_1 reached end of file
21.2891 	EXP 	window1: mouseVisible = False
21.3003 	EXP 	fixation: autoDraw = False
21.3003 	EXP 	screenAfterAudio: autoDraw = True
21.3003 	EXP 	screenAfterAudio: autoDraw = False
21.3003 	EXP 	fixation: autoDraw = False
21.3003 	EXP 	screenAfterAudio: autoDraw = False
21.3003 	EXP 	call1: texRes = 128
21.3003 	EXP 	call2: texRes = 128
21.3003 	EXP 	call3: texRes = 128
21.3003 	EXP 	call4: texRes = 128
21.3003 	EXP 	colour1: texRes = 128
21.3003 	EXP 	colour2: texRes = 128
21.3003 	EXP 	colour3: texRes = 128
21.3003 	EXP 	colour4: texRes = 128
21.3003 	EXP 	number1: texRes = 128
21.3003 	EXP 	number2: texRes = 128
21.3003 	EXP 	number3: texRes = 128
21.3003 	EXP 	number4: texRes = 128
21.3003 	EXP 	blankScreen: autoDraw = True
21.3005 	EXP 	window1: mouseVisible = False
21.3172 	EXP 	window1: mouseVisible = False
21.3337 	EXP 	window1: mouseVisible = False
21.3504 	EXP 	window1: mouseVisible = False
21.3671 	EXP 	window1: mouseVisible = False
21.3838 	EXP 	window1: mouseVisible = False
21.4005 	EXP 	window1: mouseVisible = False
21.4170 	EXP 	window1: mouseVisible = False
21.4337 	EXP 	window1: mouseVisible = False
21.4505 	EXP 	window1: mouseVisible = False
21.4670 	EXP 	window1: mouseVisible = False
21.4836 	EXP 	window1: mouseVisible = False
21.5003 	EXP 	window1: mouseVisible = False
21.5171 	EXP 	window1: mouseVisible = False
21.5336 	EXP 	window1: mouseVisible = False
21.5503 	EXP 	window1: mouseVisible = False
21.5671 	EXP 	window1: mouseVisible = False
21.5836 	EXP 	window1: mouseVisible = False
21.6011 	EXP 	window1: mouseVisible = False
21.6173 	EXP 	window1: mouseVisible = False
21.6335 	EXP 	window1: mouseVisible = False
21.6501 	EXP 	window1: mouseVisible = False
21.6668 	EXP 	window1: mouseVisible = False
21.6836 	EXP 	window1: mouseVisible = False
21.7002 	EXP 	window1: mouseVisible = False
21.7171 	EXP 	window1: mouseVisible = False
21.7336 	EXP 	window1: mouseVisible = False
21.7503 	EXP 	window1: mouseVisible = False
21.7669 	EXP 	window1: mouseVisible = False
21.7838 	EXP 	window1: mouseVisible = False
21.8003 	EXP 	window1: mouseVisible = False
21.8168 	EXP 	window1: mouseVisible = False
21.8337 	EXP 	window1: mouseVisible = False
21.8502 	EXP 	window1: mouseVisible = False
21.8671 	EXP 	window1: mouseVisible = False
21.8839 	EXP 	window1: mouseVisible = False
21.9001 	EXP 	window1: mouseVisible = False
21.9169 	EXP 	window1: mouseVisible = False
21.9335 	EXP 	window1: mouseVisible = False
21.9503 	EXP 	window1: mouseVisible = False
21.9668 	EXP 	window1: mouseVisible = False
21.9836 	EXP 	window1: mouseVisible = False
22.0002 	EXP 	window1: mouseVisible = False
22.0171 	EXP 	window1: mouseVisible = False
22.0335 	EXP 	window1: mouseVisible = False
22.0503 	EXP 	window1: mouseVisible = False
22.0668 	EXP 	window1: mouseVisible = False
22.0836 	EXP 	window1: mouseVisible = False
22.1003 	EXP 	window1: mouseVisible = False
22.1168 	EXP 	window1: mouseVisible = False
22.1334 	EXP 	window1: mouseVisible = False
22.1502 	EXP 	window1: mouseVisible = False
22.1666 	EXP 	window1: mouseVisible = False
22.1836 	EXP 	window1: mouseVisible = False
22.2001 	EXP 	window1: mouseVisible = False
22.2165 	EXP 	window1: mouseVisible = False
22.2334 	EXP 	window1: mouseVisible = False
22.2503 	EXP 	window1: mouseVisible = False
22.2676 	EXP 	window1: mouseVisible = False
22.2836 	EXP 	window1: mouseVisible = False
22.2994 	EXP 	blankScreen: autoDraw = False
22.2994 	EXP 	call1: autoDraw = True
22.2994 	EXP 	call2: autoDraw = True
22.2994 	EXP 	call3: autoDraw = True
22.2994 	EXP 	call4: autoDraw = True
22.2994 	EXP 	colour1: autoDraw = True
22.2994 	EXP 	colour2: autoDraw = True
22.2994 	EXP 	colour3: autoDraw = True
22.2994 	EXP 	colour4: autoDraw = True
22.2994 	EXP 	number1: autoDraw = True
22.2994 	EXP 	number2: autoDraw = True
22.2994 	EXP 	number3: autoDraw = True
22.2994 	EXP 	number4: autoDraw = True
22.2995 	EXP 	window1: mouseVisible = False
22.2996 	EXP 	window1: mouseVisible = True
22.3165 	EXP 	window1: mouseVisible = False
22.3170 	EXP 	window1: mouseVisible = True
22.3334 	EXP 	window1: mouseVisible = False
22.3335 	EXP 	window1: mouseVisible = True
22.3503 	EXP 	window1: mouseVisible = False
22.3509 	EXP 	window1: mouseVisible = True
22.4238 	EXP 	window1: mouseVisible = False
22.4246 	EXP 	window1: mouseVisible = True
22.4335 	EXP 	window1: mouseVisible = False
22.4336 	EXP 	window1: mouseVisible = True
22.4502 	EXP 	window1: mouseVisible = False
22.4509 	EXP 	window1: mouseVisible = True
22.5034 	EXP 	window1: mouseVisible = False
22.5042 	EXP 	window1: mouseVisible = True
22.5171 	EXP 	window1: mouseVisible = False
22.5173 	EXP 	window1: mouseVisible = True
22.5338 	EXP 	window1: mouseVisible = False
22.5340 	EXP 	window1: mouseVisible = True
22.5506 	EXP 	window1: mouseVisible = False
22.5508 	EXP 	window1: mouseVisible = True
22.5669 	EXP 	window1: mouseVisible = False
22.5675 	EXP 	window1: mouseVisible = True
22.5839 	EXP 	window1: mouseVisible = False
22.5841 	EXP 	window1: mouseVisible = True
22.6006 	EXP 	window1: mouseVisible = False
22.6007 	EXP 	window1: mouseVisible = True
22.6169 	EXP 	window1: mouseVisible = False
22.6171 	EXP 	window1: mouseVisible = True
22.6333 	EXP 	window1: mouseVisible = False
22.6334 	EXP 	window1: mouseVisible = True
22.6501 	EXP 	window1: mouseVisible = False
22.6502 	EXP 	window1: mouseVisible = True
22.6672 	EXP 	window1: mouseVisible = False
22.6674 	EXP 	window1: mouseVisible = True
22.6836 	EXP 	window1: mouseVisible = False
22.6841 	EXP 	window1: mouseVisible = True
22.7000 	EXP 	window1: mouseVisible = False
22.7004 	EXP 	window1: mouseVisible = True
22.7170 	EXP 	window1: mouseVisible = False
22.7175 	EXP 	window1: mouseVisible = True
22.7335 	EXP 	window1: mouseVisible = False
22.7342 	EXP 	window1: mouseVisible = True
22.7498 	EXP 	window1: mouseVisible = False
22.7504 	EXP 	window1: mouseVisible = True
22.7997 	EXP 	window1: mouseVisible = False
22.8004 	EXP 	window1: mouseVisible = True
22.8172 	EXP 	window1: mouseVisible = False
22.8176 	EXP 	window1: mouseVisible = True
22.8334 	EXP 	window1: mouseVisible = False
22.8335 	EXP 	window1: mouseVisible = True
22.8502 	EXP 	window1: mouseVisible = False
22.8511 	EXP 	window1: mouseVisible = True
22.9087 	EXP 	window1: mouseVisible = False
22.9094 	EXP 	window1: mouseVisible = True
22.9169 	EXP 	window1: mouseVisible = False
22.9174 	EXP 	window1: mouseVisible = True
22.9334 	EXP 	window1: mouseVisible = False
22.9336 	EXP 	window1: mouseVisible = True
22.9500 	EXP 	window1: mouseVisible = False
22.9505 	EXP 	window1: mouseVisible = True
23.0031 	EXP 	window1: mouseVisible = False
23.0035 	EXP 	window1: mouseVisible = True
23.0170 	EXP 	window1: mouseVisible = False
23.0172 	EXP 	window1: mouseVisible = True
23.0339 	EXP 	window1: mouseVisible = False
23.0345 	EXP 	window1: mouseVisible = True
23.0503 	EXP 	window1: mouseVisible = False
23.0505 	EXP 	window1: mouseVisible = True
23.0673 	EXP 	window1: mouseVisible = False
23.0681 	EXP 	window1: mouseVisible = True
23.0833 	EXP 	window1: mouseVisible = False
23.0838 	EXP 	window1: mouseVisible = True
23.0999 	EXP 	window1: mouseVisible = False
23.1004 	EXP 	window1: mouseVisible = True
23.1166 	EXP 	window1: mouseVisible = False
23.1167 	EXP 	window1: mouseVisible = True
23.1336 	EXP 	window1: mouseVisible = False
23.1338 	EXP 	window1: mouseVisible = True
23.1500 	EXP 	window1: mouseVisible = False
23.1501 	EXP 	window1: mouseVisible = True
23.2094 	EXP 	window1: mouseVisible = False
23.2105 	EXP 	window1: mouseVisible = True
23.2172 	EXP 	window1: mouseVisible = False
23.2173 	EXP 	window1: mouseVisible = True
23.2500 	EXP 	window1: mouseVisible = False
23.2502 	EXP 	window1: mouseVisible = True
23.3054 	EXP 	window1: mouseVisible = False
23.3062 	EXP 	window1: mouseVisible = True
23.3168 	EXP 	window1: mouseVisible = False
23.3175 	EXP 	window1: mouseVisible = True
23.3337 	EXP 	window1: mouseVisible = False
23.3345 	EXP 	window1: mouseVisible = True
23.3504 	EXP 	window1: mouseVisible = False
23.3505 	EXP 	window1: mouseVisible = True
23.3667 	EXP 	window1: mouseVisible = False
23.3674 	EXP 	window1: mouseVisible = True
23.3832 	EXP 	window1: mouseVisible = False
23.3835 	EXP 	window1: mouseVisible = True
23.4000 	EXP 	window1: mouseVisible = False
23.4003 	EXP 	window1: mouseVisible = True
23.4168 	EXP 	window1: mouseVisible = False
23.4171 	EXP 	window1: mouseVisible = True
23.4337 	EXP 	window1: mouseVisible = False
23.4339 	EXP 	window1: mouseVisible = True
23.4500 	EXP 	window1: mouseVisible = False
23.4502 	EXP 	window1: mouseVisible = True
23.4666 	EXP 	window1: mouseVisible = False
23.4667 	EXP 	window1: mouseVisible = True
23.4835 	EXP 	window1: mouseVisible = False
23.4838 	EXP 	window1: mouseVisible = True
23.5001 	EXP 	window1: mouseVisible = False
23.5003 	EXP 	window1: mouseVisible = True
23.5170 	EXP 	window1: mouseVisible = False
23.5171 	EXP 	window1: mouseVisible = True
23.5334 	EXP 	window1: mouseVisible = False
23.5338 	EXP 	window1: mouseVisible = True
23.5502 	EXP 	window1: mouseVisible = False
23.5508 	EXP 	window1: mouseVisible = True
23.5667 	EXP 	window1: mouseVisible = False
23.5673 	EXP 	window1: mouseVisible = True
23.5833 	EXP 	window1: mouseVisible = False
23.5839 	EXP 	window1: mouseVisible = True
23.6000 	EXP 	window1: mouseVisible = False
23.6005 	EXP 	window1: mouseVisible = True
23.6167 	EXP 	window1: mouseVisible = False
23.6169 	EXP 	window1: mouseVisible = True
23.6333 	EXP 	window1: mouseVisible = False
23.6336 	EXP 	window1: mouseVisible = True
23.6499 	EXP 	window1: mouseVisible = False
23.6506 	EXP 	window1: mouseVisible = True
23.6665 	EXP 	window1: mouseVisible = False
23.6667 	EXP 	window1: mouseVisible = True
23.6831 	EXP 	window1: mouseVisible = False
23.6836 	EXP 	window1: mouseVisible = True
23.6999 	EXP 	window1: mouseVisible = False
23.7004 	EXP 	window1: mouseVisible = True
23.7175 	EXP 	window1: mouseVisible = False
23.7180 	EXP 	window1: mouseVisible = True
23.7332 	EXP 	window1: mouseVisible = False
23.7333 	EXP 	window1: mouseVisible = True
23.7497 	EXP 	window1: mouseVisible = False
23.7498 	EXP 	window1: mouseVisible = True
23.8107 	EXP 	window1: mouseVisible = False
23.8114 	EXP 	window1: mouseVisible = True
23.8181 	EXP 	window1: mouseVisible = False
23.8183 	EXP 	window1: mouseVisible = True
23.8493 	EXP 	window1: mouseVisible = False
23.8495 	EXP 	window1: mouseVisible = True
23.9064 	EXP 	window1: mouseVisible = False
23.9074 	EXP 	window1: mouseVisible = True
23.9164 	EXP 	window1: mouseVisible = False
23.9165 	EXP 	window1: mouseVisible = True
23.9331 	EXP 	window1: mouseVisible = False
23.9336 	EXP 	window1: mouseVisible = True
23.9499 	EXP 	window1: mouseVisible = False
23.9501 	EXP 	window1: mouseVisible = True
23.9666 	EXP 	window1: mouseVisible = False
23.9673 	EXP 	window1: mouseVisible = True
23.9832 	EXP 	window1: mouseVisible = False
23.9834 	EXP 	window1: mouseVisible = True
23.9996 	EXP 	window1: mouseVisible = False
24.0002 	EXP 	window1: mouseVisible = True
24.0166 	EXP 	window1: mouseVisible = False
24.0174 	EXP 	window1: mouseVisible = True
24.0335 	EXP 	window1: mouseVisible = False
24.0344 	EXP 	window1: mouseVisible = True
24.0495 	EXP 	window1: mouseVisible = False
24.0501 	EXP 	window1: mouseVisible = True
24.0670 	EXP 	window1: mouseVisible = False
24.0672 	EXP 	window1: mouseVisible = True
24.0837 	EXP 	window1: mouseVisible = False
24.0842 	EXP 	window1: mouseVisible = True
24.0999 	EXP 	window1: mouseVisible = False
24.1003 	EXP 	window1: mouseVisible = True
24.1159 	EXP 	window1: mouseVisible = False
24.1162 	EXP 	window1: mouseVisible = True
24.1329 	EXP 	window1: mouseVisible = False
24.1331 	EXP 	window1: mouseVisible = True
24.1497 	EXP 	window1: mouseVisible = False
24.1502 	EXP 	window1: mouseVisible = True
24.2066 	EXP 	window1: mouseVisible = False
24.2074 	EXP 	window1: mouseVisible = True
24.2162 	EXP 	window1: mouseVisible = False
24.2163 	EXP 	window1: mouseVisible = True
24.2331 	EXP 	window1: mouseVisible = False
24.2333 	EXP 	window1: mouseVisible = True
24.2495 	EXP 	window1: mouseVisible = False
24.2499 	EXP 	window1: mouseVisible = True
24.2857 	EXP 	window1: mouseVisible = False
24.2860 	EXP 	window1: mouseVisible = True
24.2995 	EXP 	window1: mouseVisible = False
24.3001 	EXP 	window1: mouseVisible = True
24.3162 	EXP 	window1: mouseVisible = False
24.3169 	EXP 	window1: mouseVisible = True
24.3333 	EXP 	window1: mouseVisible = False
24.3344 	EXP 	window1: mouseVisible = True
24.3500 	EXP 	window1: mouseVisible = False
24.3502 	EXP 	window1: mouseVisible = True
24.4277 	EXP 	window1: mouseVisible = False
24.4285 	EXP 	window1: mouseVisible = True
24.4353 	EXP 	window1: mouseVisible = False
24.4354 	EXP 	window1: mouseVisible = True
24.5216 	EXP 	window1: mouseVisible = False
24.5219 	EXP 	window1: mouseVisible = True
24.5332 	EXP 	window1: mouseVisible = False
24.5337 	EXP 	window1: mouseVisible = True
24.5497 	EXP 	window1: mouseVisible = False
24.5505 	EXP 	window1: mouseVisible = True
24.5666 	EXP 	window1: mouseVisible = False
24.5667 	EXP 	window1: mouseVisible = True
24.5830 	EXP 	window1: mouseVisible = False
24.5836 	EXP 	window1: mouseVisible = True
24.5999 	EXP 	window1: mouseVisible = False
24.6000 	EXP 	window1: mouseVisible = True
24.6163 	EXP 	window1: mouseVisible = False
24.6164 	EXP 	window1: mouseVisible = True
24.6333 	EXP 	window1: mouseVisible = False
24.6334 	EXP 	window1: mouseVisible = True
24.6501 	EXP 	window1: mouseVisible = False
24.6503 	EXP 	window1: mouseVisible = True
24.6660 	EXP 	window1: mouseVisible = False
24.6662 	EXP 	window1: mouseVisible = True
24.6831 	EXP 	window1: mouseVisible = False
24.6833 	EXP 	window1: mouseVisible = True
24.6998 	EXP 	window1: mouseVisible = False
24.6999 	EXP 	window1: mouseVisible = True
24.7162 	EXP 	window1: mouseVisible = False
24.7167 	EXP 	window1: mouseVisible = True
24.7332 	EXP 	window1: mouseVisible = False
24.7334 	EXP 	window1: mouseVisible = True
24.7493 	EXP 	window1: mouseVisible = False
24.7494 	EXP 	window1: mouseVisible = True
24.7660 	EXP 	window1: mouseVisible = False
24.7664 	EXP 	window1: mouseVisible = True
24.7827 	EXP 	window1: mouseVisible = False
