textbox.started,instr_start.started,key_resp_inst_2.started,instrRest_pre.started,key_resp_instRest_pre.started,participant,order,date,expName,psychopyVersion,frameRate,
11.779451799986418,11.779451799986418,11.779451799986418,21.73368439998012,21.73368439998012,,,,,,,
