instr_start.started,key_resp_inst_2.started,instrRest_pre.started,key_resp_instRest_pre.started,beep_rest_pre_start.started,fixation_1.started,pp_rest_pre_start.started,pp_rest_pre_start.stopped,fixation_1.stopped,beep_rest_pre_end.started,participant,order,date,expName,psychopyVersion,frameRate,
10.801789400051348,10.801789400051348,11.13539040001342,11.13539040001342,11.385637659998611,11.387336900050286,11.387336900050286,11.40499470004579,23.39821590000065,23.398456630011786,,,,,,,
