audiofile,callSign,colour,number,n,callSignCorrect_mean,callSignCorrect_raw,colourCorrect_mean,colourCorrect_raw,mouseClickOnCall_2.clicked_name_raw,mouseClickOnCall_2.leftButton_raw,mouseClickOnCall_2.midButton_raw,mouseClickOnCall_2.rightButton_raw,mouseClickOnCall_2.time_raw,mouseClickOnCall_2.x_raw,mouseClickOnCall_2.y_raw,mouseClickOnColour_2.clicked_name_raw,mouseClickOnColour_2.leftButton_raw,mouseClickOnColour_2.midButton_raw,mouseClickOnColour_2.rightButton_raw,mouseClickOnColour_2.time_raw,mouseClickOnColour_2.x_raw,mouseClickOnColour_2.y_raw,mouseClickOnNumber_2.clicked_name_raw,mouseClickOnNumber_2.leftButton_raw,mouseClickOnNumber_2.midButton_raw,mouseClickOnNumber_2.rightButton_raw,mouseClickOnNumber_2.time_raw,mouseClickOnNumber_2.x_raw,mouseClickOnNumber_2.y_raw,numberCorrect_mean,numberCorrect_raw,order
audio/NV_DE_Neural2-D_Dr-we-Ei_0.9p.wav,Dr,we,Ei,1.0,0.0,False,0.0,False,call3_2,1,0,0,1.8102791999699548,-0.3486111111111111,-0.12916666666666668,colour2_2,1,0,0,2.1226206000428647,-0.03888888888888889,0.03888888888888889,number3_2,1,0,0,2.5896486999699846,0.3736111111111111,-0.11319444444444444,0.0,False,0.0
audio/NV_DE_Neural2-D_Dr-we-Ei_0.3p.wav,Dr,we,Ei,1.0,0.0,False,0.0,False,call3_2,1,0,0,1.4762178999371827,-0.41875,-0.09444444444444444,colour3_2,1,0,0,1.859275000053458,-0.024305555555555556,-0.022916666666666665,number3_2,1,1,0,0,0,0,2.2937284000217915,2.560034399968572,0.26666666666666666,0.44722222222222224,-0.03888888888888889,-0.08541666666666667,0.0,False,1.0

extraInfo
participant,s00
order,1
date,2023-05-16_16h11.59.254
expName,SentenceInNoise
psychopyVersion,2022.2.1
frameRate,59.978863483073276
