audiofile,callSign,colour,number,n,callSignCorrect_mean,callSignCorrect_raw,colourCorrect_mean,colourCorrect_raw,mouseClickOnCall_2.clicked_name_raw,mouseClickOnCall_2.leftButton_raw,mouseClickOnCall_2.midButton_raw,mouseClickOnCall_2.rightButton_raw,mouseClickOnCall_2.time_raw,mouseClickOnCall_2.x_raw,mouseClickOnCall_2.y_raw,mouseClickOnColour_2.clicked_name_raw,mouseClickOnColour_2.leftButton_raw,mouseClickOnColour_2.midButton_raw,mouseClickOnColour_2.rightButton_raw,mouseClickOnColour_2.time_raw,mouseClickOnColour_2.x_raw,mouseClickOnColour_2.y_raw,mouseClickOnNumber_2.clicked_name_raw,mouseClickOnNumber_2.leftButton_raw,mouseClickOnNumber_2.midButton_raw,mouseClickOnNumber_2.rightButton_raw,mouseClickOnNumber_2.time_raw,mouseClickOnNumber_2.x_raw,mouseClickOnNumber_2.y_raw,numberCorrect_mean,numberCorrect_raw,order
audio/NV_DE_Neural2-D_Dr-we-Ei_0.9p.wav,Dr,we,Ei,1.0,1.0,True,0.0,False,call2_2,1,0,0,1.710385199985467,-0.4166666666666667,0.08402777777777778,colour2_2,1,0,0,2.1912237000651658,0.06319444444444444,0.04583333333333333,number2_2,1,0,0,2.5912492000497878,0.375,0.022222222222222223,0.0,False,0.0
audio/NV_DE_Neural2-D_Dr-we-Ei_0.3p.wav,Dr,we,Ei,1.0,0.0,False,0.0,False,call3_2,1,0,0,1.8722110000671819,-0.3590277777777778,-0.13541666666666666,colour3_2,1,0,0,2.2058449999894947,-0.04861111111111111,-0.12291666666666666,number3_2,1,0,0,2.7055740000214428,0.36319444444444443,-0.027777777777777776,0.0,False,1.0
audio/SiSSN_DE_Neural2-D_Kr-we-Dr_-2.5db.wav,Kr,we,Dr,1.0,0.0,False,0.0,False,call4_2,1,0,0,1.6599163999781013,-0.3576388888888889,-0.2638888888888889,colour4_2,1,0,0,2.0099320999579504,-0.018055555555555554,-0.27569444444444446,number4_2,1,0,0,2.4270764000248164,0.40208333333333335,-0.275,0.0,False,2.0
audio/SiSSN_DE_Neural2-D_Kr-we-Dr_-13db.wav,Kr,we,Dr,1.0,0.0,False,0.0,False,call4_2,1,0,0,2.458844400011003,-0.44375,-0.3277777777777778,colour3_2,1,0,0,2.7762115000514314,-0.04722222222222222,-0.11041666666666666,number2_2,1,0,0,3.510019800043665,0.36944444444444446,0.05486111111111111,0.0,False,3.0

extraInfo
participant,s00
order,1
date,2023-05-16_14h42.57.062
expName,SentenceInNoise
psychopyVersion,2022.2.1
frameRate,60.03723511115066
