instr_start.started,key_resp_inst_2.started,instrRest_pre.started,key_resp_instRest_pre.started,beep_rest_pre_start.started,fixation_1.started,pp_rest_pre_start.started,pp_rest_pre_start.stopped,participant,order,date,expName,psychopyVersion,frameRate,
12.076963400002569,12.076963400002569,12.86174189997837,12.86174189997837,13.378630120016169,13.380336800008081,13.380336800008081,13.397426999988966,,,,,,,
