audiofile,callSign,colour,number,n,callSignCorrect_mean,callSignCorrect_raw,colourCorrect_mean,colourCorrect_raw,mouseClickOnCall_2.clicked_name_raw,mouseClickOnCall_2.leftButton_raw,mouseClickOnCall_2.midButton_raw,mouseClickOnCall_2.rightButton_raw,mouseClickOnCall_2.time_raw,mouseClickOnCall_2.x_raw,mouseClickOnCall_2.y_raw,mouseClickOnColour_2.clicked_name_raw,mouseClickOnColour_2.leftButton_raw,mouseClickOnColour_2.midButton_raw,mouseClickOnColour_2.rightButton_raw,mouseClickOnColour_2.time_raw,mouseClickOnColour_2.x_raw,mouseClickOnColour_2.y_raw,mouseClickOnNumber_2.clicked_name_raw,mouseClickOnNumber_2.leftButton_raw,mouseClickOnNumber_2.midButton_raw,mouseClickOnNumber_2.rightButton_raw,mouseClickOnNumber_2.time_raw,mouseClickOnNumber_2.x_raw,mouseClickOnNumber_2.y_raw,numberCorrect_mean,numberCorrect_raw,order
audio/NV_DE_Neural2-D_Dr-we-Ei_0.9p.wav,Dr,we,Ei,1.0,0.0,False,0.0,False,call4_2,1,0,0,1.6173879000125453,-0.36319444444444443,-0.2388888888888889,colour3_2,1,0,0,2.118933299992932,0.001388888888888889,-0.09513888888888888,number4_2,1,0,0,2.4014429000089876,0.36736111111111114,-0.2611111111111111,0.0,False,0.0
audio/NV_DE_Neural2-D_Dr-we-Ei_0.3p.wav,Dr,we,Ei,1.0,0.0,False,0.0,False,call3_2,1,0,0,1.9937801999913063,-0.3819444444444444,-0.059722222222222225,colour2_2,1,0,0,2.310629399988102,-0.03958333333333333,0.12222222222222222,number2_2,1,1,0,0,0,0,2.7448232999886386,3.1612300999986473,0.2916666666666667,0.33541666666666664,0.225,0.11180555555555556,0.0,False,1.0
audio/SiSSN_DE_Neural2-D_Kr-we-Dr_-2.5db.wav,Kr,we,Dr,1.0,1.0,True,0.0,False,call3_2,1,0,0,1.7089702999801375,-0.37083333333333335,-0.08402777777777778,colour3_2,1,1,1,0,0,0,0,0,0,2.3261667999904603,3.4433104999770876,3.8276550000009593,0.10069444444444445,0.4756944444444444,-0.04513888888888889,0.09722222222222222,-0.12222222222222222,-0.12916666666666668,number3_2,1,0,0,4.210917699994752,0.40902777777777777,-0.12916666666666668,0.0,False,2.0
audio/SiSSN_DE_Neural2-D_Kr-we-Dr_-13db.wav,Kr,we,Dr,1.0,1.0,True,0.0,False,call3_2,1,0,0,2.9745112999808043,-0.4652777777777778,-0.10486111111111111,colour3_2,1,0,0,3.4418107999954373,-0.059027777777777776,-0.11944444444444445,number4_2,1,0,0,3.9083681000047363,0.4013888888888889,-0.3173611111111111,0.0,False,3.0

extraInfo
participant,s00
order,1
date,2023-05-26_17h29.16.935
expName,SentenceInNoise
psychopyVersion,2022.2.1
frameRate,60.025090486709196
