instr_start.started,key_resp_inst_2.started,instrRest_pre.started,key_resp_instRest_pre.started,participant,order,date,expName,psychopyVersion,frameRate,
11.48909889999777,11.48909889999777,12.723064700025134,12.723064700025134,,,,,,,
