instr_start.started,key_resp_inst_2.started,instrRest_pre.started,key_resp_instRest_pre.started,beep_rest_pre_start.started,fixation_1.started,pp_rest_pre_start.started,pp_rest_pre_start.stopped,fixation_1.stopped,screenAfterAudio_3.started,screenAfterAudio_3.stopped,beep_rest_pre_end.started,beep_rest_pre_end.stopped,instr_start_2.started,key_resp_inst_3.started,participant,order,date,expName,psychopyVersion,frameRate,
9.805594500037841,9.805594500037841,10.839795500040054,10.839795500040054,11.039989920076913,11.040071099996567,11.040071099996567,11.05666260002181,15.043280799989589,15.043280799989589,15.043280799989589,15.043184910074341,16.04411550005898,16.04411550005898,16.04411550005898,,,,,,,
