blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,condsFile,instrTrainText.started,instrTrainText.stopped,participant,order,date,expName,psychopyVersion,frameRate,
,,,,,15.051318199999969,None,,,,,,,
