blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,condsFile,instrTrainText.started,instrTrainText.stopped,participant,order,date,expName,psychopyVersion,frameRate,
,,,,,38.18845689999989,None,,,,,,,
