trials_eg.thisRepN,trials_eg.thisTrialN,trials_eg.thisN,trials_eg.thisIndex,audiofile,callSign,colour,number,instr_start.started,key_resp_inst_2.started,instrRest_pre.started,key_resp_instRest_pre.started,beep_rest_pre_start.started,fixation_1.started,pp_rest_pre_start.started,pp_rest_pre_start.stopped,fixation_1.stopped,screenAfterAudio_3.started,screenAfterAudio_3.stopped,beep_rest_pre_end.started,beep_rest_pre_end.stopped,instr_start_2.started,key_resp_inst_3.started,sound_examples.started,fixation_2.started,fixation_2.stopped,screenAfterAudio_2.started,screenAfterAudio_2.stopped,blankScreen_2.started,blankScreen_2.stopped,call1_2.started,call2_2.started,call3_2.started,call4_2.started,colour1_2.started,colour2_2.started,colour3_2.started,colour4_2.started,number1_2.started,number2_2.started,number3_2.started,number4_2.started,mouseClickOnCall_2.started,mouseClickOnColour_2.started,mouseClickOnNumber_2.started,mouseClickOnCall_2.x,mouseClickOnCall_2.y,mouseClickOnCall_2.leftButton,mouseClickOnCall_2.midButton,mouseClickOnCall_2.rightButton,mouseClickOnCall_2.time,mouseClickOnCall_2.clicked_name,mouseClickOnColour_2.x,mouseClickOnColour_2.y,mouseClickOnColour_2.leftButton,mouseClickOnColour_2.midButton,mouseClickOnColour_2.rightButton,mouseClickOnColour_2.time,mouseClickOnColour_2.clicked_name,mouseClickOnNumber_2.x,mouseClickOnNumber_2.y,mouseClickOnNumber_2.leftButton,mouseClickOnNumber_2.midButton,mouseClickOnNumber_2.rightButton,mouseClickOnNumber_2.time,mouseClickOnNumber_2.clicked_name,participant,order,date,expName,psychopyVersion,frameRate,
,,,,,,,,10.184211300103925,10.184211300103925,11.70282310002949,11.70282310002949,11.952992100035772,11.952470800024457,11.952470800024457,11.969817600096576,15.956458100001328,15.956458100001328,15.956458100001328,15.95617595006479,16.956546600093134,16.956546600093134,16.956546600093134,17.59100195002975,17.590373200015165,23.128742000088096,23.128742000088096,23.128742000088096,23.128742000088096,24.12913280003704,24.12913280003704,24.12913280003704,24.12913280003704,24.12913280003704,24.12913280003704,24.12913280003704,24.12913280003704,24.12913280003704,24.12913280003704,24.12913280003704,24.12913280003704,24.12913280003704,1.049808399984613,1.833766800002195,2.534322499996051,[-0.4479166666666667],[0.11805555555555555],[1],[0],[0],[1.789063400006853],['call2_2'],[0.059027777777777776],[0.06666666666666667],[1],[0],[0],[2.4889658000320196],['colour2_2'],[0.4625],[0.059027777777777776],[1],[0],[0],[3.0726671000011265],['number2_2'],,,,,,,
