instr_start.started,key_resp_inst_2.started,instrRest_pre.started,key_resp_instRest_pre.started,beep_rest_pre_start.started,fixation_1.started,pp_rest_pre_start.started,pp_rest_pre_start.stopped,fixation_1.stopped,beep_rest_pre_end.started,instr_start_2.started,key_resp_inst_3.started,participant,order,date,expName,psychopyVersion,frameRate,
12.732720800035167,12.732720800035167,15.477475100022275,15.477475100022275,16.15065228000167,16.164084299991373,16.164084299991373,16.18585660000099,20.268857899995055,20.172300060041017,21.232717000006232,21.232717000006232,,,,,,,
