instr_start.started,key_resp_inst_2.started,instrRest_pre.started,key_resp_instRest_pre.started,beep_rest_pre_start.started,fixation_1.started,fixation_1.stopped,beep_rest_pre_end.started,participant,order,date,expName,psychopyVersion,frameRate,
12.889035400003195,12.889035400003195,14.35737759998301,14.35737759998301,14.59076413997682,14.59170059999451,18.596119900001213,18.59607862001285,,,,,,,
