trials_eg.thisRepN,trials_eg.thisTrialN,trials_eg.thisN,trials_eg.thisIndex,audiofile,instr_start.started,key_resp_inst_2.started,instrRest_pre.started,key_resp_instRest_pre.started,beep_rest_pre_start.started,fixation_1.started,pp_rest_pre_start.started,pp_rest_pre_start.stopped,fixation_1.stopped,beep_rest_pre_end.started,beep_rest_pre_end.stopped,instr_start_2.started,key_resp_inst_3.started,sound_examples.started,fixation_2.started,fixation_2.stopped,screenAfterAudio_2.started,screenAfterAudio_2.stopped,participant,order,date,expName,psychopyVersion,frameRate,
,,,,,20.0080275000073,20.0080275000073,21.681382600101642,21.681382600101642,22.06338224010542,22.074513100087643,22.074513100087643,22.09102510008961,26.07775300007779,26.07768082000548,27.078512600040995,27.078512600040995,27.078512600040995,28.12959376008948,28.130511000053957,,,,,,,,,,
