instr_start.started,key_resp_inst_2.started,instrRest_pre.started,key_resp_instRest_pre.started,participant,order,date,expName,psychopyVersion,frameRate,
10.32840599998599,10.32840599998599,19.418569899979047,19.418569899979047,,,,,,,
