instr_start.started,key_resp_inst_2.started,instrRest_pre.started,key_resp_instRest_pre.started,beep_rest_pre_start.started,fixation_1.started,pp_rest_pre_start.started,pp_rest_pre_start.stopped,fixation_1.stopped,beep_rest_pre_end.started,participant,order,date,expName,psychopyVersion,frameRate,
10.132803599990439,10.132803599990439,10.849568699952215,10.849568699952215,11.200026579969563,11.201788499951363,11.201788499951363,11.219251399976201,17.21244979999028,17.21336348998593,,,,,,,
