TrialID,NFB_digit1,NFB_digit2,NFB_digit3,Speaker_trial,TrialID_ME,NFB_digit1_ME,NFB_digit2_ME,NFB_digit3_ME,Speaker_trial_ME,NV_trial_ME,Triggered_trial_ME,Jitter_trial_ME,practice_block.thisRepN,practice_block.thisTrialN,practice_block.thisN,practice_block.thisIndex,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,response_practice.thisRepN,response_practice.thisTrialN,response_practice.thisN,response_practice.thisIndex,ME_trials.thisRepN,ME_trials.thisTrialN,ME_trials.thisN,ME_trials.thisIndex,response_ME.thisRepN,response_ME.thisTrialN,response_ME.thisN,response_ME.thisIndex,Digit1_clear.started,Digit1_clear.stopped,Digit2_clear.started,Digit2_clear.stopped,Digit3_clear.started,Digit3_clear.stopped,response_practice_resp.keys,response_practice_resp.rt,response_practice_resp.started,response_practice_resp.stopped,text_practice_repeat.started,text_practice_repeat.stopped,text_4.started,text_4.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.started,key_resp_7.stopped,Fixation_ME.started,Fixation_ME.stopped,sound_digit_1_ME.started,sound_digit_1_ME.stopped,sound_digit_2_ME.started,sound_digit_2_ME.stopped,sound_digit_3_ME.started,sound_digit_3_ME.stopped,text_2.started,text_2.stopped,key_resp_ME.keys,key_resp_ME.rt,key_resp_ME.started,key_resp_ME.stopped,disp_answer_ME.started,disp_answer_ME.stopped,text_next_block_ME.started,text_next_block_ME.stopped,response_nextblock_ME.keys,response_nextblock_ME.started,response_nextblock_ME.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,2.0,4.0,9.0,2.0,7.0,1.0,1.0,0.0,,,,,,,,,,,,,0,2,2,2,0,0,0,0,,,,,,,,,,,,,,,,,,,30.688519199999064,None,32.70047041999951,None,33.17080211999983,None,33.17080211999983,None,32.704302399999506,None,return,0.5327238999998372,33.70505679999951,None,33.70505679999951,None,,,,,,1,001,2021_Nov_12_1521,eeg_contingent_digits,2021.2.3,60.06864644914994,
,,,,,2.0,4.0,9.0,2.0,7.0,1.0,1.0,0.0,,,,,,,,,,,,,0,2,2,2,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,return,0.33634580000034475,34.27680289999989,None,34.27680289999989,None,,,,,,1,001,2021_Nov_12_1521,eeg_contingent_digits,2021.2.3,60.06864644914994,
,,,,,2.0,4.0,9.0,2.0,7.0,1.0,1.0,0.0,,,,,,,,,,,,,0,2,2,2,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,return,0.2968645999990258,34.66048559999945,None,34.66048559999945,None,,,,,,1,001,2021_Nov_12_1521,eeg_contingent_digits,2021.2.3,60.06864644914994,
,,,,,2.0,4.0,9.0,2.0,7.0,1.0,1.0,0.0,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,1,001,2021_Nov_12_1521,eeg_contingent_digits,2021.2.3,60.06864644914994,
,,,,,3.0,6.0,2.0,9.0,33.0,1.0,0.0,-0.0,,,,,,,,,,,,,0,3,3,3,0,0,0,0,,,,,,,,,,,,,,,,,,,34.992808900000455,None,37.1025305799998,None,37.59132071999975,None,37.59132071999975,None,37.107276299999285,None,return,0.551446899999064,38.110260800000106,None,38.110260800000106,None,,,,,,1,001,2021_Nov_12_1521,eeg_contingent_digits,2021.2.3,60.06864644914994,
,,,,,3.0,6.0,2.0,9.0,33.0,1.0,0.0,-0.0,,,,,,,,,,,,,0,3,3,3,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,return,0.3081380999992689,38.7131945000001,None,38.7131945000001,None,,,,,,1,001,2021_Nov_12_1521,eeg_contingent_digits,2021.2.3,60.06864644914994,
,,,,,3.0,6.0,2.0,9.0,33.0,1.0,0.0,-0.0,,,,,,,,,,,,,0,3,3,3,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,return,0.3096586000010575,39.063732299999174,None,39.063732299999174,None,,,,,,1,001,2021_Nov_12_1521,eeg_contingent_digits,2021.2.3,60.06864644914994,
,,,,,3.0,6.0,2.0,9.0,33.0,1.0,0.0,-0.0,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,1,001,2021_Nov_12_1521,eeg_contingent_digits,2021.2.3,60.06864644914994,
,,,,,4.0,5.0,2.0,4.0,7.0,1.0,1.0,0.0,,,,,,,,,,,,,0,4,4,4,0,0,0,0,,,,,,,,,,,,,,,,,,,39.41250899999977,None,41.51540197999966,None,42.011801519999246,None,42.011801519999246,None,41.52262200000041,None,return,0.4428735000001325,42.53010799999902,None,42.53010799999902,None,,,,,,1,001,2021_Nov_12_1521,eeg_contingent_digits,2021.2.3,60.06864644914994,
,,,,,4.0,5.0,2.0,4.0,7.0,1.0,1.0,0.0,,,,,,,,,,,,,0,4,4,4,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,return,0.2920896999985416,43.0174492999995,None,43.0174492999995,None,,,,,,1,001,2021_Nov_12_1521,eeg_contingent_digits,2021.2.3,60.06864644914994,
,,,,,4.0,5.0,2.0,4.0,7.0,1.0,1.0,0.0,,,,,,,,,,,,,0,4,4,4,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,return,0.269845400000122,43.35096479999993,None,43.35096479999993,None,,,,,,1,001,2021_Nov_12_1521,eeg_contingent_digits,2021.2.3,60.06864644914994,
,,,,,4.0,5.0,2.0,4.0,7.0,1.0,1.0,0.0,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,1,001,2021_Nov_12_1521,eeg_contingent_digits,2021.2.3,60.06864644914994,
,,,,,5.0,9.0,1.0,2.0,14.0,1.0,0.0,-1.0,,,,,,,,,,,,,0,5,5,5,0,0,0,0,,,,,,,,,,,,,,,,,,,43.66609570000037,None,45.74260218000054,None,46.23201822000065,None,46.23201822000065,None,45.74338770000031,None,return,0.5519334999989951,46.74896239999907,None,46.74896239999907,None,,,,,,1,001,2021_Nov_12_1521,eeg_contingent_digits,2021.2.3,60.06864644914994,
,,,,,5.0,9.0,1.0,2.0,14.0,1.0,0.0,-1.0,,,,,,,,,,,,,0,5,5,5,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,return,0.306266700001288,47.35494139999901,None,47.35494139999901,None,,,,,,1,001,2021_Nov_12_1521,eeg_contingent_digits,2021.2.3,60.06864644914994,
,,,,,5.0,9.0,1.0,2.0,14.0,1.0,0.0,-1.0,,,,,,,,,,,,,0,5,5,5,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,return,0.2540012999997998,47.70369059999939,None,47.70369059999939,None,,,,,,1,001,2021_Nov_12_1521,eeg_contingent_digits,2021.2.3,60.06864644914994,
,,,,,5.0,9.0,1.0,2.0,14.0,1.0,0.0,-1.0,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,1,001,2021_Nov_12_1521,eeg_contingent_digits,2021.2.3,60.06864644914994,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.00356119999924,None,,,,,,,,,,,,,,,,,,,,,,,,,,
